Sweep	g
26373	374.731
26374	374.731
26375	374.731
26376	181.9
26377	181.9
26378	181.9
26379	181.9
26380	181.9
26381	181.9
26382	181.9
26383	322.779
26384	322.779
26385	322.779
26386	322.779
26387	322.779
26388	322.779
26389	405.207
26390	405.207
26391	169.908
26392	169.908
26393	169.908
26394	172.291
26395	172.291
26396	172.291
26397	172.291
26398	172.291
26399	172.291
26400	172.291
26401	172.291
26402	172.291
26403	295.302
26404	267.578
26405	125.882
26406	218.763
26407	218.763
26408	218.763
26409	218.763
26410	218.763
26411	243.674
26412	243.674
26413	273.586
26414	273.586
26415	217.052
26416	217.052
26417	217.052
26418	217.052
26419	669.712
26420	669.712
26421	669.712
26422	669.712
26423	714.796
26424	714.796
26425	714.796
26426	714.796
26427	186.485
26428	180.435
26429	122.117
26430	122.117
26431	125.694
26432	291.35
26433	291.35
26434	291.35
26435	179.151
26436	179.151
26437	283.423
26438	283.423
26439	283.423
26440	283.423
26441	283.423
26442	283.423
26443	204.596
26444	204.596
26445	536.776
26446	536.776
26447	233.505
26448	233.505
26449	496.481
26450	164.783
26451	275.871
26452	275.871
26453	275.871
26454	275.871
26455	251.964
26456	247.222
26457	247.222
26458	134.764
26459	134.764
26460	134.764
26461	283.159
26462	283.159
26463	283.159
26464	283.159
26465	266.14
26466	266.14
26467	266.14
26468	266.14
26469	266.14
26470	186.165
26471	186.165
26472	186.165
26473	1339.83
26474	425.841
26475	425.841
26476	425.841
26477	425.841
26478	425.841
26479	407.635
26480	407.635
26481	407.635
26482	146.614
26483	146.614
26484	146.614
26485	146.614
26486	146.614
26487	146.614
26488	146.614
26489	275.747
26490	275.747
26491	521.011
26492	521.011
26493	521.011
26494	574.5
26495	574.5
26496	467.102
26497	149.902
26498	141.191
26499	141.191
26500	164.871
26501	164.871
26502	141.344
26503	173.614
26504	173.614
26505	151.144
26506	151.144
26507	274.59
26508	274.59
26509	274.59
26510	255.957
26511	255.957
26512	400.739
26513	1015.53
26514	1015.53
26515	1015.53
26516	143.622
26517	143.622
26518	219.273
26519	219.273
26520	219.273
26521	219.273
26522	219.273
26523	219.273
26524	219.273
26525	273.223
26526	273.223
26527	273.223
26528	273.223
26529	273.223
26530	233.763
26531	233.763
26532	233.763
26533	801.284
26534	801.284
26535	801.284
26536	801.284
26537	801.284
26538	801.284
26539	801.284
26540	248.831
26541	459.036
26542	459.036
26543	459.036
26544	359.346
26545	359.346
26546	311.14
26547	311.14
26548	184.28
26549	184.28
26550	184.28
26551	158.074
26552	164.802
26553	164.802
26554	164.802
26555	164.802
26556	164.802
26557	342.361
26558	100.619
26559	100.619
26560	87.4516
26561	87.4516
26562	115.794
26563	115.794
26564	115.794
26565	115.794
26566	115.794
26567	115.794
26568	183.917
26569	183.917
26570	183.917
26571	658.216
26572	658.216
26573	293.869
26574	469.342
26575	253.591
26576	107.261
26577	107.261
26578	107.261
26579	107.261
26580	461.724
26581	461.724
26582	529.354
26583	1045.22
26584	746.887
26585	173.882
26586	389.01
26587	281.374
26588	690.211
26589	767.301
26590	767.301
26591	315.707
26592	315.707
26593	315.707
26594	315.707
26595	315.707
26596	211.058
26597	427.105
26598	527.139
26599	527.139
26600	585.141
26601	585.141
26602	585.141
26603	378.756
26604	218.95
26605	333.491
26606	522.648
26607	522.648
26608	522.648
26609	508.762
26610	508.762
26611	508.762
26612	170.385
26613	170.385
26614	241.97
26615	241.97
26616	316.655
26617	316.655
26618	316.655
26619	216.431
26620	216.431
26621	242.598
26622	242.598
26623	269.576
26624	269.576
26625	269.576
26626	269.576
26627	269.576
26628	269.576
26629	269.576
26630	208.275
26631	208.275
26632	337.011
26633	174.396
26634	174.396
26635	493.279
26636	493.279
26637	493.279
26638	493.279
26639	493.279
26640	425.794
26641	147.061
26642	147.061
26643	147.061
26644	315.914
26645	315.914
26646	291.953
26647	291.953
26648	291.953
26649	335.614
26650	335.614
26651	335.614
26652	335.614
26653	330.378
26654	267.659
26655	102.744
26656	105.804
26657	82.4832
26658	1154.23
26659	137.286
26660	400.987
26661	400.987
26662	483.718
26663	483.718
26664	942.554
26665	189.84
26666	189.84
26667	281.82
26668	281.82
26669	229.102
26670	582.115
26671	582.115
26672	307.592
26673	307.592
26674	307.592
26675	197.33
26676	192.159
26677	197.657
26678	197.657
26679	197.657
26680	197.657
26681	272.349
26682	272.349
26683	272.349
26684	272.349
26685	272.349
26686	272.349
26687	233.908
26688	244.443
26689	244.443
26690	244.443
26691	244.443
26692	256.238
26693	214.697
26694	214.697
26695	395.913
26696	395.913
26697	395.913
26698	395.913
26699	220.171
26700	220.171
26701	220.171
26702	220.171
26703	220.171
26704	220.171
26705	220.171
26706	220.171
26707	240.915
26708	240.915
26709	199.721
26710	244.68
26711	244.68
26712	244.68
26713	244.68
26714	244.68
26715	244.68
26716	191.429
26717	191.429
26718	191.429
26719	191.429
26720	191.429
26721	307.434
26722	275.118
26723	112.239
26724	112.239
26725	116.69
26726	534.909
26727	534.909
26728	228.083
26729	261.843
26730	293.517
26731	293.517
26732	191.651
26733	344.685
26734	344.685
26735	344.685
26736	344.685
26737	344.685
26738	344.685
26739	344.685
26740	344.685
26741	344.685
26742	99.0025
26743	99.0025
26744	201.195
26745	201.195
26746	201.195
26747	170.23
26748	267.635
26749	650.137
26750	200.71
26751	200.71
26752	140.495
26753	172.579
26754	172.579
26755	172.579
26756	172.579
26757	172.579
26758	172.579
26759	172.579
26760	113.828
26761	170.32
26762	170.32
26763	170.32
26764	170.32
26765	355.614
26766	203.21
26767	203.21
26768	167.34
26769	124.238
26770	124.238
26771	407.071
26772	313.136
26773	313.136
26774	120.757
26775	120.757
26776	241.333
26777	241.333
26778	241.333
26779	241.333
26780	223.028
26781	223.028
26782	223.028
26783	223.028
26784	223.028
26785	290.653
26786	290.653
26787	290.653
26788	150.492
26789	208.035
26790	208.035
26791	208.035
26792	167.11
26793	170.046
26794	444.035
26795	506.645
26796	506.645
26797	505.476
26798	223.944
26799	153.145
26800	153.145
26801	153.145
26802	286.141
26803	286.141
26804	413.431
26805	413.431
26806	194.953
26807	194.953
26808	194.953
26809	354.514
26810	157.372
26811	157.372
26812	306.531
26813	306.531
26814	306.531
26815	275.673
26816	275.673
26817	275.673
26818	275.673
26819	182.059
26820	182.059
26821	347.542
26822	347.542
26823	347.542
26824	347.542
26825	347.542
26826	335.943
26827	335.943
26828	269.311
26829	269.311
26830	269.311
26831	269.311
26832	530.163
26833	227.185
26834	227.185
26835	173.778
26836	173.778
26837	144.241
26838	144.241
26839	265.849
26840	197.853
26841	193.612
26842	266.679
26843	266.679
26844	266.679
26845	266.679
26846	266.679
26847	266.679
26848	144.028
26849	144.028
26850	144.028
26851	144.028
26852	678.617
26853	678.617
26854	512.127
26855	512.127
26856	128.132
26857	111.509
26858	111.509
26859	458.295
26860	158.266
26861	158.266
26862	158.266
26863	158.266
26864	158.266
26865	158.266
26866	165.109
26867	125.696
26868	161.674
26869	141.64
26870	141.64
26871	141.64
26872	141.64
26873	143.613
26874	143.613
26875	181.94
26876	332.281
26877	332.281
26878	332.281
26879	332.281
26880	244.16
26881	244.16
26882	244.16
26883	141.984
26884	141.984
26885	141.984
26886	421.845
26887	421.845
26888	421.845
26889	183.088
26890	369.484
26891	369.484
26892	641.797
26893	641.797
26894	442.069
26895	207.947
26896	207.947
26897	207.947
26898	207.947
26899	114.989
26900	114.989
26901	114.989
26902	114.989
26903	114.989
26904	483.48
26905	340.217
26906	114.202
26907	393.949
26908	178.184
26909	253.146
26910	158.539
26911	298.223
26912	218.138
26913	190.838
26914	190.838
26915	190.838
26916	190.838
26917	190.838
26918	190.838
26919	190.838
26920	190.838
26921	190.838
26922	231.521
26923	231.521
26924	231.521
26925	186.48
26926	186.48
26927	186.48
26928	186.48
26929	186.48
26930	186.48
26931	158.401
26932	158.401
26933	225.281
26934	225.281
26935	202.398
26936	202.398
26937	202.398
26938	293.787
26939	236.742
26940	236.742
26941	243.397
26942	350.945
26943	343.382
26944	368.091
26945	368.091
26946	307.347
26947	307.347
26948	307.347
26949	307.347
26950	326.503
26951	326.503
26952	176.001
26953	176.001
26954	345.675
26955	325.995
26956	325.995
26957	325.995
26958	325.995
26959	325.995
26960	401.443
26961	212.337
26962	218.279
26963	218.279
26964	218.279
26965	218.279
26966	218.279
26967	199.508
26968	175.521
26969	253.831
26970	253.831
26971	253.831
26972	141.075
26973	263.104
26974	263.104
26975	269.663
26976	269.663
26977	269.663
26978	269.663
26979	269.663
26980	295.135
26981	163.648
26982	163.648
26983	163.648
26984	275.489
26985	275.489
26986	237.022
26987	237.022
26988	84.631
26989	84.631
26990	312.056
26991	183.682
26992	183.682
26993	302.812
26994	302.812
26995	302.812
26996	302.812
26997	302.812
26998	302.812
26999	292.036
27000	196.726
27001	196.726
27002	196.726
27003	196.726
27004	196.726
27005	196.726
27006	196.726
27007	238.222
27008	145.07
27009	431.163
27010	431.163
27011	431.163
27012	558.521
27013	421.554
27014	272.787
27015	153.09
27016	153.09
27017	247.479
27018	247.479
27019	247.479
27020	242.913
27021	278.273
27022	422.219
27023	436.955
27024	542.167
27025	167.744
27026	282.222
27027	282.222
27028	167.285
27029	166.529
27030	166.529
27031	198.911
27032	486.452
27033	324.077
27034	324.077
27035	312.704
27036	312.704
27037	243.399
27038	243.399
27039	243.399
27040	202.114
27041	202.114
27042	618.359
27043	618.359
27044	464.714
27045	464.714
27046	144.994
27047	144.994
27048	144.994
27049	275.385
27050	309.873
27051	309.873
27052	309.873
27053	309.873
27054	395.639
27055	176.253
27056	135.227
27057	135.227
27058	135.227
27059	135.227
27060	201.389
27061	201.389
27062	201.389
27063	146.18
27064	146.18
27065	143.951
27066	143.951
27067	124.059
27068	152.422
27069	152.422
27070	152.422
27071	152.422
27072	152.422
27073	152.422
27074	152.422
27075	152.422
27076	152.422
27077	208.9
27078	208.9
27079	208.9
27080	193.26
27081	287.347
27082	183.58
27083	183.58
27084	183.58
27085	183.58
27086	153.662
27087	153.662
27088	164.734
27089	164.734
27090	163.945
27091	163.945
27092	384.924
27093	210.435
27094	210.435
27095	210.435
27096	210.435
27097	210.435
27098	149.669
27099	149.669
27100	149.669
27101	149.669
27102	120.408
27103	120.408
27104	120.408
27105	120.408
27106	524.864
27107	524.864
27108	524.864
27109	410.861
27110	410.861
27111	177.894
27112	177.894
27113	177.894
27114	177.894
27115	177.894
27116	177.894
27117	177.894
27118	177.894
27119	177.894
27120	177.894
27121	177.894
27122	376.92
27123	376.92
27124	265.77
27125	130.039
27126	329.242
27127	185.305
27128	371.533
27129	371.533
27130	218.032
27131	218.032
27132	218.032
27133	218.032
27134	218.032
27135	218.032
27136	218.032
27137	218.032
27138	218.032
27139	737.569
27140	737.569
27141	159.162
27142	317.867
27143	317.867
27144	317.867
27145	267.933
27146	267.933
27147	267.933
27148	176.724
27149	176.724
27150	176.724
27151	176.724
27152	187.213
27153	187.213
27154	278.725
27155	241.029
27156	160.858
27157	367.279
27158	367.279
27159	367.279
27160	367.279
27161	637.461
27162	146.774
27163	146.774
27164	146.774
27165	146.774
27166	146.774
27167	146.774
27168	103.886
27169	76.6619
27170	301.26
27171	301.26
27172	246.88
27173	258.981
27174	468.553
27175	468.553
27176	468.553
27177	468.553
27178	308.727
27179	308.727
27180	308.727
27181	308.727
27182	249.308
27183	180.107
27184	180.107
27185	229.462
27186	229.462
27187	284.025
27188	101.59
27189	101.59
27190	150.195
27191	150.195
27192	150.195
27193	631.477
27194	243.843
27195	400.46
27196	288.081
27197	288.081
27198	271.45
27199	271.45
27200	271.45
27201	271.45
27202	271.45
27203	271.45
27204	271.45
27205	271.45
27206	271.45
27207	271.45
27208	271.45
27209	271.45
27210	271.45
27211	271.45
27212	280.399
27213	189.506
27214	189.506
27215	189.506
27216	189.506
27217	366.746
27218	469.257
27219	469.257
27220	135.788
27221	135.788
27222	473.585
27223	473.585
27224	318.025
27225	318.025
27226	318.025
27227	318.025
27228	135.981
27229	135.981
27230	193.51
27231	162.875
27232	326.709
27233	326.709
27234	326.709
27235	326.709
27236	326.709
27237	538.859
27238	150.079
27239	150.079
27240	193.332
27241	193.332
27242	255.378
27243	255.378
27244	255.378
27245	255.378
27246	255.378
27247	255.378
27248	255.378
27249	255.378
27250	317.752
27251	317.752
27252	272.892
27253	272.892
27254	457.476
27255	457.476
27256	457.476
27257	203.23
27258	196.582
27259	131.659
27260	149.83
27261	149.83
27262	149.83
27263	451.827
27264	626.585
27265	392.386
27266	392.386
27267	392.386
27268	392.386
27269	172.849
27270	290.445
27271	290.445
27272	290.445
27273	290.445
27274	231.854
27275	366.114
27276	781.51
27277	781.51
27278	619.891
27279	619.891
27280	232.921
27281	232.921
27282	232.921
27283	232.921
27284	232.921
27285	173.806
27286	173.806
27287	333.875
27288	333.875
27289	181.511
27290	181.511
27291	181.511
27292	181.511
27293	339.943
27294	523.041
27295	523.041
27296	523.041
27297	523.041
27298	150.181
27299	150.181
27300	150.181
27301	150.181
27302	150.181
27303	211.593
27304	170.258
27305	170.258
27306	170.258
27307	170.258
27308	170.258
27309	170.258
27310	380.405
27311	189.113
27312	189.113
27313	245.04
27314	245.04
27315	299.689
27316	185.923
27317	139.41
27318	210.309
27319	210.309
27320	210.309
27321	210.309
27322	210.309
27323	157.916
27324	157.916
27325	198.867
27326	198.867
27327	198.867
27328	198.867
27329	198.867
27330	295.212
27331	295.212
27332	598.482
27333	598.482
27334	549.718
27335	652.631
27336	652.631
27337	652.631
27338	652.631
27339	652.631
27340	237.973
27341	237.973
27342	238.734
27343	238.734
27344	238.734
27345	309.472
27346	271.909
27347	271.909
27348	271.909
27349	194.93
27350	194.93
27351	194.93
27352	247.174
27353	247.174
27354	98.9244
27355	357.604
27356	357.604
27357	241.074
27358	241.074
27359	241.074
27360	241.074
27361	241.074
27362	241.074
27363	241.074
27364	241.074
27365	241.074
27366	241.074
27367	241.074
27368	241.074
27369	239.409
27370	239.409
27371	239.409
27372	239.409
27373	239.409
27374	168.076
27375	168.076
27376	165.412
27377	171.321
27378	172.216
27379	172.216
27380	172.216
27381	181.488
27382	181.488
27383	181.488
27384	181.488
27385	216.482
27386	216.482
27387	216.482
27388	216.482
27389	216.482
27390	216.482
27391	389.917
27392	230.494
27393	230.494
27394	230.494
27395	183.774
27396	183.774
27397	183.774
27398	464.339
27399	464.339
27400	464.339
27401	184.635
27402	184.635
27403	184.635
27404	184.635
27405	184.635
27406	219.768
27407	334.019
27408	334.019
27409	334.019
27410	334.019
27411	393.011
27412	568.809
27413	387.325
27414	192.44
27415	192.44
27416	192.44
27417	192.44
27418	192.44
27419	197.788
27420	197.788
27421	197.788
27422	197.788
27423	240.952
27424	176.914
27425	176.914
27426	365.832
27427	213.795
27428	213.795
27429	213.795
27430	213.795
27431	213.795
27432	213.795
27433	658.803
27434	658.803
27435	96.8004
27436	96.8004
27437	98.9562
27438	107.71
27439	107.71
27440	107.71
27441	174.407
27442	174.407
27443	196.954
27444	196.954
27445	310.719
27446	310.719
27447	278.436
27448	278.436
27449	278.436
27450	278.436
27451	278.436
27452	278.436
27453	472.187
27454	472.187
27455	472.187
27456	283.125
27457	390.553
27458	390.553
27459	390.553
27460	231.899
27461	231.899
27462	166.854
27463	166.854
27464	166.854
27465	166.854
27466	166.854
27467	166.854
27468	166.854
27469	218.868
27470	218.868
27471	197.459
27472	197.459
27473	197.459
27474	197.459
27475	197.459
27476	197.459
27477	197.459
27478	197.459
27479	161.239
27480	161.239
27481	563.942
27482	563.942
27483	563.942
27484	332.941
27485	332.941
27486	165.747
27487	165.747
27488	165.747
27489	318.625
27490	318.625
27491	165.155
27492	114.397
27493	114.397
27494	130.68
27495	153.194
27496	153.194
27497	501.498
27498	501.498
27499	339.805
27500	339.805
27501	339.805
27502	405.89
27503	198.535
27504	198.535
27505	189.717
27506	189.717
27507	189.717
27508	417.712
27509	333.759
27510	333.759
27511	493.04
27512	792.339
27513	792.339
27514	792.339
27515	425.7
27516	408.308
27517	408.308
27518	251.262
27519	108.332
27520	114.624
27521	114.624
27522	114.624
27523	148.345
27524	242.777
27525	242.777
27526	242.777
27527	242.777
27528	242.777
27529	242.777
27530	242.777
27531	242.777
27532	242.777
27533	242.777
27534	242.777
27535	242.777
27536	183.022
27537	149.267
27538	237.653
27539	390.053
27540	390.053
27541	390.053
27542	390.053
27543	390.053
27544	390.053
27545	409.004
27546	458.375
27547	458.375
27548	146.673
27549	382.735
27550	206.104
27551	205.126
27552	139.755
27553	167.512
27554	146.3
27555	160.744
27556	171.535
27557	171.535
27558	318.788
27559	318.788
27560	144.565
27561	142.3
27562	142.3
27563	151.435
27564	151.435
27565	151.435
27566	489.049
27567	489.049
27568	337.528
27569	337.528
27570	347.378
27571	214.542
27572	214.542
27573	214.065
27574	214.065
27575	214.065
27576	214.065
27577	214.065
27578	456.197
27579	505.967
27580	505.967
27581	336.083
27582	336.083
27583	258.876
27584	258.876
27585	537.808
27586	517.943
27587	961.189
27588	961.189
27589	181.452
27590	320.889
27591	195.637
27592	230.556
27593	230.556
27594	230.556
27595	157.642
27596	157.642
27597	248.112
27598	211.195
27599	308.137
27600	308.137
27601	308.137
27602	348.918
27603	348.918
27604	196.086
27605	196.086
27606	196.086
27607	348.128
27608	132.091
27609	278.039
27610	276.122
27611	97.4088
27612	274.474
27613	175.056
27614	175.056
27615	175.056
27616	175.056
27617	175.056
27618	175.056
27619	175.056
27620	175.056
27621	270.816
27622	270.816
27623	212.988
27624	212.988
27625	229.399
27626	229.399
27627	222.622
27628	222.622
27629	222.622
27630	222.622
27631	222.622
27632	158.276
27633	158.276
27634	160.351
27635	124.254
27636	264.885
27637	214.294
27638	214.294
27639	214.294
27640	157.538
27641	141.59
27642	221.276
27643	221.276
27644	633.293
27645	633.293
27646	853.205
27647	213.13
27648	222.119
27649	329.396
27650	366.955
27651	214.119
27652	214.119
27653	214.119
27654	214.119
27655	298.239
27656	298.239
27657	284.584
27658	284.584
27659	284.584
27660	601.808
27661	601.808
27662	601.808
27663	342.858
27664	171.262
27665	171.262
27666	171.262
27667	252.357
27668	150.255
27669	526.658
27670	389.157
27671	389.157
27672	524.289
27673	105.791
27674	254.89
27675	373.433
27676	356.275
27677	97.6235
27678	97.6235
27679	423.452
27680	423.452
27681	423.452
27682	423.452
27683	423.452
27684	423.452
27685	134.228
27686	246.747
27687	246.747
27688	301.109
27689	301.109
27690	301.109
27691	301.109
27692	271.366
27693	271.366
27694	240.731
27695	469.69
27696	299.76
27697	425.669
27698	425.669
27699	758.751
27700	1120.27
27701	179.072
27702	581.467
27703	167.3
27704	167.3
27705	457.004
27706	176.865
27707	146.026
27708	146.026
27709	322.555
27710	179.177
27711	179.177
27712	635.862
27713	635.862
27714	676.943
27715	418.951
27716	418.951
27717	418.951
27718	418.951
27719	418.951
27720	184.5
27721	184.5
27722	184.5
27723	148.536
27724	148.536
27725	148.536
27726	148.536
27727	148.536
27728	148.536
27729	163.137
27730	163.137
27731	153.668
27732	153.668
27733	153.668
27734	172.848
27735	806.186
27736	806.186
27737	171.9
27738	171.9
27739	171.9
27740	171.9
27741	171.9
27742	247.685
27743	247.685
27744	198.281
27745	532.327
27746	532.327
27747	532.327
27748	661.498
27749	296.927
27750	296.927
27751	296.927
27752	296.927
27753	296.927
27754	296.927
27755	296.927
27756	296.927
27757	296.927
27758	296.927
27759	276.791
27760	212.688
27761	175.942
27762	229.553
27763	229.553
27764	229.553
27765	229.553
27766	229.553
27767	328.963
27768	328.963
27769	113.688
27770	354.923
27771	206.419
27772	206.419
27773	206.419
27774	206.419
27775	176.245
27776	135.145
27777	231.663
27778	231.663
27779	231.663
27780	228.266
27781	228.266
27782	228.266
27783	228.266
27784	252.034
27785	252.034
27786	252.034
27787	252.034
27788	252.034
27789	252.034
27790	252.034
27791	252.034
27792	207.99
27793	176.984
27794	525.699
27795	525.699
27796	145.77
27797	145.77
27798	361.941
27799	116.513
27800	116.513
27801	116.513
27802	230.2
27803	230.2
27804	136.945
27805	136.945
27806	136.945
27807	136.945
27808	195.229
27809	195.229
27810	265.864
27811	161.451
27812	161.451
27813	315.713
27814	315.713
27815	251.699
27816	140.313
27817	140.313
27818	140.313
27819	765.311
27820	1148.31
27821	1148.31
27822	1148.31
27823	1148.31
27824	227.696
27825	227.696
27826	227.696
27827	171.131
27828	341.521
27829	256.184
27830	356.4
27831	356.4
27832	356.4
27833	356.4
27834	1111.88
27835	1111.88
27836	1111.88
27837	261.096
27838	270.047
27839	270.047
27840	270.047
27841	183.555
27842	183.555
27843	304.64
27844	397.84
27845	492.171
27846	492.171
27847	400.904
27848	129.092
27849	129.092
27850	230.488
27851	230.488
27852	247.94
27853	165.211
27854	165.211
27855	165.211
27856	165.211
27857	165.211
27858	334.435
27859	334.435
27860	173.333
27861	173.333
27862	176.759
27863	168.562
27864	168.562
27865	168.562
27866	168.562
27867	168.562
27868	242.989
27869	242.989
27870	147.563
27871	147.563
27872	147.563
27873	313.254
27874	238.344
27875	238.344
27876	238.344
27877	238.344
27878	296.838
27879	296.838
27880	296.838
27881	296.838
27882	353.973
27883	353.973
27884	367.358
27885	367.358
27886	417.103
27887	417.103
27888	417.103
27889	538.771
27890	594.03
27891	594.03
27892	325.862
27893	325.862
27894	325.862
27895	325.862
27896	325.862
27897	588.754
27898	254.665
27899	356.427
27900	356.427
27901	356.427
27902	356.427
27903	185.666
27904	111.923
27905	111.923
27906	111.923
27907	111.923
27908	130.509
27909	130.509
27910	130.509
27911	205.241
27912	205.241
27913	205.241
27914	205.241
27915	234.791
27916	234.791
27917	234.791
27918	234.791
27919	234.791
27920	234.791
27921	234.791
27922	234.791
27923	234.791
27924	234.791
27925	234.791
27926	305.85
27927	305.85
27928	374.058
27929	174.216
27930	174.216
27931	174.216
27932	132.973
27933	132.973
27934	241.212
27935	241.212
27936	241.212
27937	241.212
27938	564.249
27939	530.008
27940	530.008
27941	530.008
27942	530.008
27943	385.716
27944	258.803
27945	251.967
27946	251.967
27947	251.967
27948	251.967
27949	483.314
27950	136.219
27951	136.219
27952	508.091
27953	180.73
27954	180.73
27955	180.73
27956	180.73
27957	239.734
27958	239.734
27959	299.62
27960	299.62
27961	299.62
27962	225.877
27963	273.368
27964	168.631
27965	168.631
27966	168.631
27967	168.631
27968	168.631
27969	358.439
27970	358.439
27971	358.439
27972	529.222
27973	529.222
27974	529.222
27975	364.583
27976	364.583
27977	364.583
27978	364.583
27979	640.887
27980	546.6
27981	546.6
27982	546.6
27983	546.6
27984	546.6
27985	546.6
27986	191.473
27987	191.473
27988	191.473
27989	244.855
27990	125.212
27991	125.212
27992	125.212
27993	152.31
27994	226.889
27995	400.665
27996	279.411
27997	279.411
27998	279.411
27999	219.387
28000	235.087
28001	235.087
28002	235.087
28003	134.747
28004	188.804
28005	188.804
28006	188.804
28007	188.804
28008	185.688
28009	185.688
28010	185.688
28011	425.216
28012	363.13
28013	542.644
28014	162.787
28015	211.387
28016	211.387
28017	211.387
28018	211.387
28019	259.167
28020	196.817
28021	210.979
28022	310.733
28023	310.733
28024	283.54
28025	367.611
28026	397.393
28027	216.441
28028	216.441
28029	298.416
28030	500.67
28031	500.67
28032	292.557
28033	114.608
28034	166.276
28035	166.276
28036	166.276
28037	166.276
28038	248.76
28039	248.76
28040	248.76
28041	248.76
28042	156.51
28043	380.105
28044	325.27
28045	325.27
28046	147.228
28047	107.891
28048	107.891
28049	107.891
28050	91.2594
28051	275.259
28052	275.259
28053	275.259
28054	158.254
28055	281.696
28056	268.941
28057	334.397
28058	334.397
28059	334.397
28060	624.99
28061	445.094
28062	165.206
28063	165.206
28064	165.206
28065	210.115
28066	203.997
28067	592.215
28068	314.578
28069	534.627
28070	529.917
28071	529.917
28072	529.917
28073	529.917
28074	583.726
28075	583.726
28076	315.705
28077	315.705
28078	315.705
28079	273.603
28080	273.603
28081	273.603
28082	273.603
28083	339.678
28084	473.712
28085	473.712
28086	1351.32
28087	1498.69
28088	1173.54
28089	94.4375
28090	94.4375
28091	94.4375
28092	169.094
28093	463.335
28094	463.335
28095	463.335
28096	482.963
28097	482.963
28098	482.963
28099	118.767
28100	208.9
28101	222.068
28102	222.068
28103	199.02
28104	255.55
28105	250.157
28106	250.157
28107	367.596
28108	367.596
28109	367.596
28110	367.596
28111	347.736
28112	347.736
28113	347.736
28114	347.736
28115	347.736
28116	347.736
28117	347.736
28118	280.049
28119	280.049
28120	367.577
28121	367.577
28122	260.425
28123	260.425
28124	260.425
28125	260.425
28126	260.425
28127	143.147
28128	152.449
28129	152.449
28130	152.449
28131	315.884
28132	315.884
28133	233.769
28134	128.843
28135	128.843
28136	128.843
28137	128.843
28138	151.199
28139	151.199
28140	151.199
28141	151.199
28142	151.199
28143	151.199
28144	151.199
28145	151.199
28146	151.199
28147	151.199
28148	151.199
28149	151.895
28150	151.558
28151	235.576
28152	235.576
28153	181.024
28154	181.024
28155	264.103
28156	264.103
28157	183.168
28158	183.168
28159	283.761
28160	400.142
28161	365.719
28162	365.719
28163	365.719
28164	365.719
28165	365.719
28166	244.954
28167	244.954
28168	244.954
28169	244.954
28170	244.954
28171	302.131
28172	233.477
28173	587.363
28174	355.812
28175	355.812
28176	331.491
28177	349.213
28178	349.213
28179	349.213
28180	349.213
28181	393.81
28182	393.81
28183	400.094
28184	400.094
28185	400.094
28186	400.094
28187	400.094
28188	400.094
28189	400.974
28190	201.533
28191	455.678
28192	255.809
28193	255.809
28194	255.809
28195	255.809
28196	255.809
28197	255.809
28198	420.367
28199	420.367
28200	420.367
28201	609.666
28202	609.666
28203	609.666
28204	609.666
28205	373.025
28206	373.025
28207	362.273
28208	150.929
28209	150.929
28210	144.921
28211	188.263
28212	188.263
28213	231.128
28214	836.678
28215	592.654
28216	592.654
28217	647.87
28218	647.87
28219	609.912
28220	609.912
28221	198.576
28222	198.576
28223	198.576
28224	161.005
28225	161.005
28226	325.849
28227	271.592
28228	271.592
28229	497.316
28230	141.134
28231	141.134
28232	141.134
28233	141.134
28234	349.092
28235	349.092
28236	349.092
28237	349.092
28238	177.131
28239	133.809
28240	133.809
28241	133.809
28242	133.809
28243	133.809
28244	119.985
28245	219.746
28246	219.746
28247	162.583
28248	149.556
28249	310.281
28250	310.281
28251	310.281
28252	433.005
28253	433.005
28254	433.005
28255	406.44
28256	290.974
28257	856.454
28258	856.454
28259	423.403
28260	423.403
28261	423.403
28262	212.506
28263	307.91
28264	197.49
28265	146.29
28266	146.29
28267	103.581
28268	103.581
28269	370.563
28270	370.563
28271	811.708
28272	811.708
28273	369.538
28274	255.262
28275	255.262
28276	430.183
28277	430.183
28278	430.183
28279	229.582
28280	537.486
28281	537.486
28282	275.624
28283	275.624
28284	275.624
28285	275.624
28286	205.081
28287	205.081
28288	205.081
28289	195.697
28290	195.697
28291	195.697
28292	145.102
28293	346.333
28294	346.333
28295	346.333
28296	346.333
28297	302.423
28298	284.238
28299	284.238
28300	284.238
28301	284.238
28302	284.238
28303	230.553
28304	273.48
28305	214.588
28306	214.588
28307	191.818
28308	191.818
28309	191.818
28310	191.818
28311	191.818
28312	191.818
28313	191.818
28314	191.818
28315	280.714
28316	280.714
28317	280.714
28318	218.65
28319	218.65
28320	512.856
28321	512.856
28322	512.856
28323	512.856
28324	512.856
28325	722.879
28326	722.879
28327	722.879
28328	722.879
28329	216.785
28330	226.363
28331	415.971
28332	566.716
28333	668.866
28334	668.866
28335	668.866
28336	555.717
28337	555.717
28338	555.717
28339	555.717
28340	555.717
28341	360.353
28342	366.985
28343	366.985
28344	407.982
28345	407.594
28346	382.564
28347	382.564
28348	108.318
28349	108.318
28350	108.318
28351	108.318
28352	108.318
28353	108.318
28354	108.318
28355	108.318
28356	308.497
28357	308.497
28358	536.843
28359	249.109
28360	209.25
28361	209.25
28362	209.25
28363	209.25
28364	350.078
28365	329.564
28366	329.564
