Sweep	n_mod	n_accept	n_mod_0_1	n_accept_0_1	n_mod_1_0	n_accept_1_0
31483	10	2	5	1	5	1
31484	15	7	8	6	7	1
31485	15	8	6	3	9	5
31486	14	4	6	1	8	3
31487	12	5	5	3	7	2
31488	17	6	8	3	9	3
31489	17	5	8	2	9	3
31494	11	3	5	0	6	3
31495	11	3	7	3	4	0
31496	15	6	7	3	8	3
31497	15	7	8	5	7	2
31499	21	12	13	8	8	4
31501	22	12	8	3	14	9
31504	19	8	10	5	9	3
31505	13	5	3	1	10	4
31507	16	5	9	3	7	2
31508	15	7	5	3	10	4
31510	18	7	10	5	8	2
31511	15	9	6	4	9	5
31512	16	6	7	2	9	4
31513	15	7	6	4	9	3
31517	19	5	11	3	8	2
31519	21	8	13	5	8	3
31520	17	8	8	3	9	5
31523	18	7	9	4	9	3
31525	14	9	4	4	10	5
31527	16	8	9	5	7	3
31528	23	11	12	5	11	6
31530	15	7	9	5	6	2
31537	20	14	8	6	12	8
31538	21	10	11	7	10	3
31539	19	12	5	4	14	8
31542	25	12	12	5	13	7
31545	17	7	7	2	10	5
31547	12	5	7	4	5	1
31555	19	12	9	7	10	5
31556	16	9	4	3	12	6
31557	22	13	12	8	10	5
31561	19	10	10	6	9	4
31562	24	9	14	4	10	5
31564	19	12	9	5	10	7
31565	18	8	9	3	9	5
31567	17	6	9	2	8	4
31570	14	6	9	5	5	1
31572	18	10	6	4	12	6
31574	14	5	8	3	6	2
31576	20	9	12	6	8	3
31578	17	7	7	2	10	5
31579	14	10	6	5	8	5
31581	11	2	2	0	9	2
31582	15	5	7	4	8	1
31583	23	5	11	1	12	4
31586	17	5	8	4	9	1
31588	17	7	9	4	8	3
31589	14	7	5	4	9	3
31590	17	6	7	3	10	3
31591	17	9	4	2	13	7
31592	17	5	8	3	9	2
31594	14	5	8	3	6	2
31595	17	8	10	5	7	3
31600	15	7	7	3	8	4
31602	13	6	5	3	8	3
31603	18	7	8	3	10	4
31604	17	8	9	4	8	4
31605	17	9	8	5	9	4
31607	22	9	10	5	12	4
31612	17	6	8	2	9	4
31614	19	7	10	3	9	4
31615	19	5	11	3	8	2
31616	18	7	10	5	8	2
31617	23	11	11	5	12	6
31619	14	5	4	0	10	5
31622	10	3	3	2	7	1
31623	15	3	7	2	8	1
31625	14	7	6	4	8	3
31627	20	7	11	4	9	3
31628	16	11	8	6	8	5
31630	19	10	8	4	11	6
31631	23	8	12	3	11	5
31632	11	6	6	4	5	2
31633	22	9	12	5	10	4
31634	25	15	13	8	12	7
31635	15	6	5	2	10	4
31637	11	2	2	0	9	2
31638	15	6	7	5	8	1
31640	17	8	7	3	10	5
31641	18	7	8	3	10	4
31643	9	4	5	2	4	2
31644	13	7	8	5	5	2
31650	17	5	7	2	10	3
31653	16	7	7	2	9	5
31654	14	4	5	2	9	2
31655	17	7	10	5	7	2
31657	21	7	10	2	11	5
31658	18	8	9	6	9	2
31660	20	9	11	5	9	4
31661	16	8	7	2	9	6
31663	21	10	11	6	10	4
31664	17	7	6	3	11	4
31667	16	12	8	6	8	6
31668	19	11	10	5	9	6
31670	16	10	10	6	6	4
31671	19	6	10	4	9	2
31672	17	11	7	3	10	8
31673	16	7	9	4	7	3
31676	14	5	6	2	8	3
31678	14	6	6	3	8	3
31681	15	5	6	2	9	3
31687	11	4	5	2	6	2
31688	14	3	6	1	8	2
31689	15	5	8	4	7	1
31690	16	8	8	4	8	4
31692	16	4	7	1	9	3
31694	11	2	3	1	8	1
31698	11	1	4	1	7	0
31699	14	9	8	6	6	3
31701	14	7	6	1	8	6
31702	13	6	7	5	6	1
31706	15	7	6	3	9	4
31708	16	8	6	4	10	4
31709	19	10	11	7	8	3
31710	19	10	7	3	12	7
31711	19	8	10	4	9	4
31712	12	4	4	2	8	2
31713	18	7	11	4	7	3
31715	14	3	5	2	9	1
31716	25	10	15	7	10	3
31720	26	12	16	7	10	5
31722	20	12	7	2	13	10
31726	14	5	6	3	8	2
31727	17	13	7	6	10	7
31728	19	13	11	8	8	5
31729	15	8	7	3	8	5
31731	16	8	7	3	9	5
31732	14	5	7	3	7	2
31736	14	6	6	3	8	3
31739	21	8	12	4	9	4
31740	18	8	10	5	8	3
31744	15	7	5	2	10	5
31745	16	7	11	5	5	2
31748	17	6	9	3	8	3
31755	19	9	9	5	10	4
31756	18	7	8	3	10	4
31758	12	6	4	3	8	3
31760	14	5	5	1	9	4
31761	17	6	10	5	7	1
31763	15	7	4	1	11	6
31766	14	5	7	3	7	2
31767	18	3	10	2	8	1
31770	17	8	8	4	9	4
31772	18	8	10	5	8	3
31774	21	9	9	3	12	6
31775	17	7	9	4	8	3
31777	16	10	9	7	7	3
31783	20	9	8	4	12	5
31784	19	9	9	4	10	5
31785	19	11	9	6	10	5
31786	16	9	8	4	8	5
31788	21	9	9	3	12	6
31789	17	8	11	6	6	2
31795	17	12	6	5	11	7
31796	18	8	7	3	11	5
31798	16	5	8	3	8	2
31799	15	6	6	2	9	4
31800	16	4	8	2	8	2
31804	9	3	4	3	5	0
31806	17	7	7	3	10	4
31812	13	3	6	1	7	2
31814	18	9	10	6	8	3
31815	16	8	6	3	10	5
31818	17	7	9	4	8	3
31822	17	8	8	4	9	4
31823	16	5	7	2	9	3
31824	14	7	6	3	8	4
31828	18	9	10	6	8	3
31833	16	9	6	3	10	6
31834	13	7	8	5	5	2
31835	16	7	5	2	11	5
31838	13	6	6	4	7	2
31839	14	5	7	3	7	2
31840	17	9	8	4	9	5
31844	13	4	6	2	7	2
31847	16	5	6	1	10	4
31848	12	3	4	1	8	2
31850	11	3	4	2	7	1
31853	14	5	8	4	6	1
31858	14	7	6	4	8	3
31860	26	12	15	6	11	6
31861	18	9	8	5	10	4
31862	19	8	6	2	13	6
31863	18	6	9	3	9	3
31866	15	5	8	2	7	3
31870	15	5	8	4	7	1
31874	19	7	10	4	9	3
31877	14	7	6	3	8	4
31878	17	8	9	5	8	3
31881	14	6	5	3	9	3
31882	23	11	11	4	12	7
31884	15	7	6	4	9	3
31889	13	7	7	4	6	3
31893	12	5	5	3	7	2
31894	19	10	10	6	9	4
31900	22	11	9	4	13	7
31902	22	10	14	7	8	3
31903	23	12	10	4	13	8
31904	19	12	7	5	12	7
31905	16	7	11	5	5	2
31907	16	6	6	1	10	5
31908	13	4	6	2	7	2
31911	9	2	4	1	5	1
31913	15	6	7	3	8	3
31916	17	6	9	5	8	1
31920	17	9	6	5	11	4
31921	20	7	10	3	10	4
31925	14	4	4	0	10	4
31926	16	7	10	6	6	1
31927	20	11	7	4	13	7
31930	18	10	11	7	7	3
31931	12	9	3	3	9	6
31932	21	11	10	6	11	5
31935	19	11	8	5	11	6
31936	16	5	8	1	8	4
31937	17	7	10	5	7	2
31938	12	5	3	1	9	4
31940	18	6	10	5	8	1
31943	18	7	5	2	13	5
31946	15	6	6	2	9	4
31949	11	1	5	0	6	1
31950	12	4	6	2	6	2
31952	8	3	4	2	4	1
31955	15	3	9	3	6	0
31956	17	9	7	4	10	5
31959	16	7	11	4	5	3
31960	15	9	7	5	8	4
31961	17	9	7	4	10	5
31962	14	7	3	2	11	5
31966	11	3	5	1	6	2
31967	14	4	8	3	6	1
31968	12	4	5	1	7	3
31969	9	1	3	1	6	0
31970	13	6	7	4	6	2
31972	17	9	8	5	9	4
31978	18	9	7	4	11	5
31979	24	15	14	11	10	4
31980	19	10	5	1	14	9
31983	11	5	3	3	8	2
31987	15	7	7	3	8	4
31988	19	6	12	3	7	3
31990	13	4	8	4	5	0
31992	18	10	9	4	9	6
31994	20	10	10	6	10	4
31997	16	9	7	4	9	5
32001	13	7	5	3	8	4
32007	15	7	6	2	9	5
32011	15	8	9	6	6	2
32013	13	6	3	1	10	5
32015	11	3	5	2	6	1
32019	12	5	5	2	7	3
32021	14	7	6	5	8	2
32023	16	6	7	2	9	4
32024	12	6	3	3	9	3
32026	19	6	11	4	8	2
32028	14	5	6	3	8	2
32029	15	10	4	4	11	6
32030	12	5	3	2	9	3
32031	13	6	6	3	7	3
32032	14	8	5	5	9	3
32033	16	6	7	3	9	3
32034	15	7	7	4	8	3
32035	21	10	10	6	11	4
32036	15	6	4	1	11	5
32037	18	9	10	4	8	5
32038	14	5	5	2	9	3
32041	12	5	5	4	7	1
32042	16	10	10	6	6	4
32044	18	9	8	5	10	4
32046	18	9	9	3	9	6
32047	18	7	9	5	9	2
32050	17	7	6	2	11	5
32054	15	4	5	1	10	3
32059	17	4	10	3	7	1
32060	18	8	9	5	9	3
32061	22	10	10	4	12	6
32065	14	7	7	5	7	2
32068	21	8	11	4	10	4
32069	15	6	4	1	11	5
32070	17	6	10	4	7	2
32072	21	9	11	5	10	4
32073	18	9	10	6	8	3
32074	21	11	7	4	14	7
32075	16	10	4	4	12	6
32077	17	6	6	2	11	4
32080	16	8	8	5	8	3
32083	17	10	8	6	9	4
32085	20	12	8	5	12	7
32086	9	3	1	0	8	3
32088	11	3	5	2	6	1
32091	18	8	12	5	6	3
32092	21	6	11	2	10	4
32094	16	8	9	5	7	3
32095	11	3	3	0	8	3
32096	17	6	10	4	7	2
32098	12	5	5	2	7	3
32099	15	7	7	4	8	3
32100	17	5	9	2	8	3
32101	16	6	8	3	8	3
32103	16	6	7	3	9	3
32105	22	10	15	8	7	2
32107	14	7	3	1	11	6
32108	17	7	8	3	9	4
32111	14	4	6	1	8	3
32114	14	4	8	4	6	0
32115	20	10	10	5	10	5
32116	22	8	13	4	9	4
32117	14	7	6	4	8	3
32119	17	7	7	3	10	4
32120	15	7	6	3	9	4
32121	15	8	5	3	10	5
32122	18	6	12	5	6	1
32124	19	10	8	4	11	6
32129	14	3	7	1	7	2
32131	17	6	8	3	9	3
32133	15	4	6	2	9	2
32135	15	2	8	0	7	2
32136	11	3	4	2	7	1
32139	17	11	11	8	6	3
32140	17	6	5	1	12	5
32142	15	4	8	2	7	2
32144	13	5	5	3	8	2
32145	17	8	11	6	6	2
32149	17	8	6	3	11	5
32150	14	8	8	5	6	3
32151	17	8	7	2	10	6
32156	19	9	13	7	6	2
32159	23	11	12	4	11	7
32161	13	5	3	1	10	4
32162	15	5	7	3	8	2
32163	17	5	8	2	9	3
32164	13	6	6	3	7	3
32165	12	5	4	2	8	3
32166	16	8	10	7	6	1
32168	19	9	8	3	11	6
32169	12	6	3	1	9	5
32171	15	7	9	6	6	1
32172	15	7	6	2	9	5
32173	15	8	7	5	8	3
32174	18	9	8	4	10	5
32176	15	7	8	4	7	3
32177	17	4	7	1	10	3
32178	19	8	11	5	8	3
32179	15	6	5	2	10	4
32180	17	11	9	7	8	4
32181	14	6	8	4	6	2
32182	20	10	9	3	11	7
32184	15	6	6	3	9	3
32185	13	6	6	4	7	2
32186	13	6	6	3	7	3
32190	15	5	7	4	8	1
32192	18	10	6	4	12	6
32194	20	11	10	5	10	6
32195	20	10	11	4	9	6
32196	18	9	10	6	8	3
32198	16	7	6	2	10	5
32200	13	5	4	2	9	3
32205	16	7	9	5	7	2
32207	20	7	11	3	9	4
32209	10	4	3	2	7	2
32210	18	8	9	3	9	5
32211	12	4	5	3	7	1
32212	13	7	4	3	9	4
32215	18	9	9	5	9	4
32218	16	6	8	3	8	3
32219	16	6	6	3	10	3
32220	14	7	7	4	7	3
32221	19	7	9	2	10	5
32222	16	4	9	3	7	1
32224	17	9	8	6	9	3
32227	20	13	9	6	11	7
32228	19	7	9	2	10	5
32229	15	6	6	3	9	3
32230	18	6	9	3	9	3
32231	17	9	10	7	7	2
32234	16	7	4	2	12	5
32236	15	7	4	3	11	4
32239	13	7	4	3	9	4
32240	17	4	8	1	9	3
32244	14	5	7	4	7	1
32247	15	8	7	4	8	4
32251	22	10	12	6	10	4
32252	20	11	8	6	12	5
32253	19	8	10	4	9	4
32255	20	7	7	0	13	7
32256	12	2	6	2	6	0
32260	16	3	8	2	8	1
32261	18	6	11	4	7	2
32263	22	8	11	3	11	5
32266	14	4	6	1	8	3
32268	9	3	2	1	7	2
32269	17	8	11	7	6	1
32270	14	7	2	1	12	6
32271	18	8	12	7	6	1
32275	19	11	8	4	11	7
32276	16	10	7	6	9	4
32277	15	7	5	2	10	5
32279	15	7	5	3	10	4
32280	18	12	10	9	8	3
32284	20	12	9	4	11	8
32296	17	6	6	3	11	3
32297	17	6	11	5	6	1
32298	19	13	6	4	13	9
32302	18	9	10	5	8	4
32305	18	10	11	7	7	3
32310	20	11	8	5	12	6
32312	23	12	10	5	13	7
32313	20	12	10	6	10	6
32315	20	9	9	4	11	5
32317	15	7	7	4	8	3
32324	12	4	3	0	9	4
32325	18	5	10	5	8	0
32326	16	6	6	3	10	3
32327	17	5	6	1	11	4
32328	14	5	7	2	7	3
32329	9	4	5	3	4	1
32330	18	11	10	7	8	4
32331	12	7	5	3	7	4
32332	20	7	11	3	9	4
32333	20	7	9	2	11	5
32335	13	7	6	5	7	2
32336	15	7	5	1	10	6
32340	12	2	7	2	5	0
32342	18	7	10	4	8	3
32344	19	5	11	2	8	3
32345	17	6	9	4	8	2
32351	17	8	8	3	9	5
32355	15	6	6	3	9	3
32357	15	5	9	5	6	0
32359	21	11	9	4	12	7
32360	13	4	5	1	8	3
32361	21	8	14	5	7	3
32364	15	7	7	3	8	4
32365	17	10	7	6	10	4
32366	18	5	9	0	9	5
32369	20	9	16	9	4	0
32373	20	13	9	5	11	8
32378	18	11	8	6	10	5
32379	22	10	10	3	12	7
32381	13	5	5	2	8	3
32382	20	8	12	5	8	3
32383	15	6	8	2	7	4
32384	14	6	5	3	9	3
32391	19	9	12	6	7	3
32392	17	8	9	4	8	4
32393	15	9	8	5	7	4
32394	15	8	4	2	11	6
32395	13	3	6	2	7	1
32396	19	9	9	5	10	4
32397	17	10	8	5	9	5
32398	14	6	5	2	9	4
32399	11	5	2	1	9	4
32403	9	2	5	2	4	0
32406	14	5	7	3	7	2
32408	11	5	2	1	9	4
32422	11	3	7	3	4	0
32423	16	5	10	5	6	0
32428	20	10	7	3	13	7
32429	15	9	8	6	7	3
32430	18	11	5	4	13	7
32432	13	5	5	2	8	3
32433	12	4	6	2	6	2
32434	18	4	11	2	7	2
32437	18	7	11	3	7	4
32440	10	4	3	2	7	2
32441	12	6	4	4	8	2
32444	15	4	5	1	10	3
32445	15	4	8	3	7	1
32446	18	7	10	3	8	4
32448	13	4	5	2	8	2
32449	14	6	7	3	7	3
32450	17	8	8	6	9	2
32451	17	9	9	4	8	5
32452	20	10	13	7	7	3
32453	16	10	6	5	10	5
32461	26	15	10	6	16	9
32464	15	6	4	2	11	4
32466	16	4	5	1	11	3
32467	14	7	8	4	6	3
32469	17	7	8	3	9	4
32470	19	9	10	6	9	3
32471	13	10	5	4	8	6
32472	14	7	5	3	9	4
32475	15	5	8	3	7	2
32479	15	4	8	2	7	2
32483	17	5	8	2	9	3
32485	10	2	3	1	7	1
32487	12	2	3	0	9	2
32488	10	1	3	0	7	1
32493	12	6	7	5	5	1
32494	15	5	6	4	9	1
32497	18	11	8	4	10	7
32499	14	5	6	2	8	3
32502	22	7	13	4	9	3
32503	12	6	6	4	6	2
32505	16	9	8	4	8	5
32506	17	7	6	2	11	5
32509	15	5	8	3	7	2
32512	20	3	12	1	8	2
32513	14	5	8	3	6	2
32516	12	4	4	2	8	2
32517	17	6	8	3	9	3
32518	14	6	7	4	7	2
32519	18	10	8	5	10	5
32521	18	7	9	2	9	5
32522	13	3	7	2	6	1
32523	17	7	9	5	8	2
32525	18	11	7	5	11	6
32526	20	11	9	6	11	5
32528	17	6	6	1	11	5
32530	15	4	8	2	7	2
32531	20	9	13	8	7	1
32532	20	10	9	3	11	7
32533	10	3	4	1	6	2
32535	16	5	9	3	7	2
32536	15	10	7	5	8	5
32539	20	8	9	5	11	3
32542	21	9	10	4	11	5
32543	13	6	5	2	8	4
32544	15	7	5	3	10	4
32545	13	6	5	4	8	2
32546	18	11	9	7	9	4
32547	21	13	9	5	12	8
32550	19	9	9	5	10	4
32551	22	12	12	6	10	6
32552	18	9	7	3	11	6
32553	12	4	4	1	8	3
32557	13	4	7	3	6	1
32558	16	6	7	4	9	2
32559	15	7	6	3	9	4
32561	22	10	13	7	9	3
32562	19	11	8	4	11	7
32563	18	8	8	4	10	4
32564	17	6	10	3	7	3
32567	18	10	9	6	9	4
32570	19	7	8	3	11	4
32572	16	7	6	4	10	3
32575	12	4	4	2	8	2
32577	14	7	6	3	8	4
32579	19	8	10	4	9	4
32580	18	11	9	8	9	3
32584	18	10	6	1	12	9
32586	15	8	9	7	6	1
32592	20	8	8	2	12	6
32594	16	6	9	4	7	2
32597	27	17	15	10	12	7
32598	21	11	9	3	12	8
32599	17	9	8	5	9	4
32600	16	8	6	3	10	5
32602	13	3	8	0	5	3
32605	17	5	11	4	6	1
32606	17	5	11	4	6	1
32607	23	13	11	5	12	8
32609	18	9	10	5	8	4
32610	17	7	8	2	9	5
32613	14	6	6	4	8	2
32617	19	8	9	5	10	3
32619	15	6	8	3	7	3
32627	15	3	7	0	8	3
32628	15	6	8	3	7	3
32630	14	6	6	3	8	3
32631	14	2	8	0	6	2
32637	12	2	5	1	7	1
32640	14	5	7	4	7	1
32641	19	11	10	7	9	4
32643	19	11	8	5	11	6
32644	15	6	8	2	7	4
32645	18	8	10	4	8	4
32646	13	6	5	2	8	4
32647	19	8	13	6	6	2
32648	20	8	9	3	11	5
32649	15	8	9	6	6	2
32650	15	5	6	1	9	4
32653	17	7	7	3	10	4
32655	21	11	12	6	9	5
32658	15	8	7	3	8	5
32659	14	9	9	7	5	2
32665	21	10	9	3	12	7
32666	15	6	6	3	9	3
32668	14	7	12	7	2	0
32669	24	13	9	3	15	10
32670	13	3	7	2	6	1
32672	21	11	11	6	10	5
32673	19	8	10	4	9	4
32674	20	6	10	2	10	4
32677	15	7	5	3	10	4
32678	16	7	11	4	5	3
32680	15	8	6	4	9	4
32681	13	6	6	3	7	3
32682	12	3	4	1	8	2
32683	15	5	8	2	7	3
32684	14	4	6	2	8	2
32687	12	6	7	4	5	2
32690	16	7	8	4	8	3
32692	17	6	6	2	11	4
32694	14	7	7	5	7	2
32697	16	6	7	3	9	3
32698	18	8	8	3	10	5
32699	13	4	4	1	9	3
32702	14	4	8	3	6	1
32703	17	7	10	4	7	3
32706	16	6	6	2	10	4
32707	19	10	11	7	8	3
32708	20	11	8	5	12	6
32709	20	10	12	6	8	4
32710	16	8	6	3	10	5
32714	18	8	7	2	11	6
32715	9	3	5	2	4	1
32721	16	5	8	2	8	3
32722	17	4	10	3	7	1
32723	12	6	6	4	6	2
32726	20	7	8	2	12	5
32727	19	5	11	3	8	2
32730	12	4	7	3	5	1
32733	20	11	10	6	10	5
32736	16	8	8	4	8	4
32738	17	7	6	2	11	5
32739	14	7	8	4	6	3
32740	14	8	7	5	7	3
32745	20	9	10	5	10	4
32746	13	6	8	4	5	2
32749	21	9	8	1	13	8
32752	16	4	8	2	8	2
32756	13	5	5	3	8	2
32757	13	5	5	2	8	3
32758	19	8	12	5	7	3
32763	13	6	3	2	10	4
32764	16	5	8	2	8	3
32765	11	3	3	2	8	1
32768	18	12	11	8	7	4
32769	19	7	8	2	11	5
32773	16	8	10	5	6	3
32777	20	10	12	6	8	4
32779	21	7	11	3	10	4
32780	17	7	6	2	11	5
32781	17	8	10	5	7	3
32786	13	7	2	1	11	6
32787	13	5	8	4	5	1
32790	14	7	7	4	7	3
32792	21	12	11	7	10	5
32799	19	12	10	8	9	4
32801	13	8	0	0	13	8
32804	20	10	12	8	8	2
32805	24	10	10	2	14	8
32806	12	4	4	2	8	2
32807	10	3	4	1	6	2
32809	18	8	12	7	6	1
32810	19	7	7	1	12	6
32811	14	7	8	5	6	2
32812	18	6	9	1	9	5
32813	19	8	13	7	6	1
32814	19	11	7	3	12	8
32815	17	7	9	5	8	2
32816	20	9	10	5	10	4
32818	18	9	7	3	11	6
32819	17	11	10	6	7	5
32820	16	9	7	4	9	5
32823	14	6	5	2	9	4
32824	14	5	9	4	5	1
32828	16	6	8	2	8	4
32831	17	4	10	2	7	2
32832	17	9	8	5	9	4
32834	20	10	11	7	9	3
32837	17	9	7	2	10	7
32838	13	5	4	2	9	3
32840	19	9	12	7	7	2
32841	18	8	6	3	12	5
32845	18	10	8	5	10	5
32849	15	3	5	1	10	2
32850	23	12	14	9	9	3
32852	20	12	11	6	9	6
32853	19	9	6	3	13	6
32854	22	11	10	5	12	6
32856	20	9	10	5	10	4
32859	14	5	4	1	10	4
32861	17	7	10	4	7	3
32862	20	10	12	5	8	5
32863	14	6	7	4	7	2
32865	16	7	8	4	8	3
32867	21	8	9	3	12	5
32870	17	11	7	6	10	5
32871	21	10	11	6	10	4
32873	20	11	7	4	13	7
32877	19	11	8	5	11	6
32879	16	9	7	4	9	5
32880	10	3	2	1	8	2
32887	15	3	9	2	6	1
32890	17	6	8	3	9	3
32893	19	7	9	4	10	3
32894	17	10	9	6	8	4
32899	25	14	12	6	13	8
32902	15	7	6	3	9	4
32905	18	8	9	4	9	4
32907	15	7	8	4	7	3
32908	18	5	9	1	9	4
32910	12	3	6	3	6	0
32911	14	7	6	5	8	2
32912	18	10	11	7	7	3
32913	20	11	4	1	16	10
32920	18	6	10	4	8	2
32921	13	3	5	0	8	3
32923	13	3	5	2	8	1
32924	12	3	5	2	7	1
32925	12	2	4	1	8	1
32927	13	4	5	3	8	1
32930	11	5	6	2	5	3
32931	17	9	7	5	10	4
32935	17	6	8	2	9	4
32941	17	8	8	4	9	4
32943	18	6	10	3	8	3
32944	16	8	8	4	8	4
32945	19	8	10	4	9	4
32947	20	6	12	3	8	3
32948	20	10	11	6	9	4
32949	15	7	4	1	11	6
32950	12	6	6	5	6	1
32952	17	8	9	5	8	3
32953	19	7	10	3	9	4
32954	20	5	10	0	10	5
32955	12	6	6	4	6	2
32956	15	7	7	4	8	3
32960	13	7	6	4	7	3
32962	15	7	7	3	8	4
32963	13	8	6	4	7	4
32964	19	8	10	4	9	4
32965	14	6	6	2	8	4
32967	15	6	7	4	8	2
32968	14	5	5	3	9	2
32971	12	5	4	1	8	4
32972	13	6	7	4	6	2
32973	16	5	8	2	8	3
32977	18	5	9	2	9	3
32979	19	7	12	6	7	1
32980	17	9	5	3	12	6
32984	12	4	5	2	7	2
32986	14	7	5	3	9	4
32989	19	7	11	4	8	3
32993	11	3	6	1	5	2
32999	18	5	9	2	9	3
33002	11	8	6	6	5	2
33006	19	12	9	7	10	5
33009	16	6	5	0	11	6
33011	19	7	11	5	8	2
33012	18	8	8	3	10	5
33015	11	3	4	2	7	1
33017	14	7	8	5	6	2
33019	16	7	5	1	11	6
33020	10	5	7	3	3	2
33022	12	6	7	3	5	3
33023	16	8	9	6	7	2
33024	17	8	9	4	8	4
33025	17	8	5	1	12	7
33026	14	2	8	1	6	1
33030	11	5	5	4	6	1
33032	15	6	7	2	8	4
33033	14	6	8	4	6	2
33034	18	6	8	2	10	4
33039	12	4	5	3	7	1
33043	18	7	9	4	9	3
33045	17	7	9	5	8	2
33046	15	6	4	2	11	4
33047	14	5	6	3	8	2
33048	15	6	6	4	9	2
33049	17	9	4	1	13	8
33051	16	5	8	4	8	1
33053	15	8	7	4	8	4
33054	17	12	10	8	7	4
33055	17	9	6	2	11	7
33057	16	7	6	3	10	4
33058	14	5	8	2	6	3
33061	12	7	8	4	4	3
33062	16	3	8	1	8	2
33063	15	4	8	2	7	2
33064	14	7	7	4	7	3
33066	15	6	7	4	8	2
33067	16	8	9	4	7	4
33068	18	9	7	4	11	5
33071	15	6	7	3	8	3
33072	16	5	9	3	7	2
33073	16	5	7	2	9	3
33077	20	7	11	4	9	3
33079	13	5	4	2	9	3
33080	16	4	8	2	8	2
33085	14	6	5	2	9	4
33086	16	6	9	4	7	2
33091	16	8	8	5	8	3
33092	19	9	8	3	11	6
33094	13	5	5	2	8	3
33095	13	4	6	3	7	1
33096	17	8	9	4	8	4
33097	16	8	7	5	9	3
33099	18	8	7	3	11	5
33100	21	9	13	6	8	3
33101	13	4	4	0	9	4
33102	10	4	5	2	5	2
33103	13	7	4	4	9	3
33105	11	4	3	2	8	2
33106	17	9	9	6	8	3
33107	25	13	14	9	11	4
33109	21	11	8	3	13	8
33111	15	7	6	4	9	3
33113	19	13	9	6	10	7
33116	19	7	10	4	9	3
33118	17	10	7	3	10	7
33120	13	6	5	3	8	3
33121	15	6	6	3	9	3
33124	16	10	9	5	7	5
33125	19	8	11	6	8	2
33128	20	11	8	5	12	6
33130	18	5	8	2	10	3
33131	14	5	3	1	11	4
33132	15	6	7	3	8	3
33133	13	3	6	1	7	2
33134	13	5	7	4	6	1
33135	18	8	7	3	11	5
33138	13	3	7	2	6	1
33139	19	6	11	4	8	2
33141	24	13	13	7	11	6
33144	19	10	8	4	11	6
33146	21	9	11	4	10	5
33148	14	7	7	5	7	2
33154	17	6	5	1	12	5
33156	14	6	7	4	7	2
33157	15	8	6	4	9	4
33160	14	6	5	3	9	3
33166	17	6	9	3	8	3
33167	16	5	8	3	8	2
33169	17	7	7	2	10	5
33172	13	2	4	1	9	1
33174	13	5	6	4	7	1
33175	15	8	4	2	11	6
33177	13	2	5	0	8	2
33178	9	1	4	1	5	0
33179	15	2	9	1	6	1
33180	9	0	5	0	4	0
33182	14	5	8	4	6	1
33184	17	5	7	1	10	4
33187	11	3	7	3	4	0
33188	16	7	7	4	9	3
33189	16	10	7	6	9	4
33190	21	7	10	2	11	5
33193	13	6	5	3	8	3
33194	15	6	6	3	9	3
33195	14	5	5	1	9	4
33196	13	5	6	4	7	1
33198	15	6	5	2	10	4
33201	13	4	5	2	8	2
33206	16	7	8	4	8	3
33207	13	6	5	2	8	4
33210	8	0	3	0	5	0
33213	12	5	6	4	6	1
33214	24	11	16	7	8	4
33215	18	8	9	3	9	5
33216	21	8	11	3	10	5
33217	13	7	10	5	3	2
33219	14	6	6	1	8	5
33223	16	7	9	4	7	3
33224	12	5	6	4	6	1
33227	22	9	11	4	11	5
33234	19	6	9	1	10	5
33236	12	3	5	2	7	1
33242	17	8	10	6	7	2
33246	18	7	7	2	11	5
33248	18	4	11	3	7	1
33249	14	9	6	5	8	4
33250	18	8	9	4	9	4
33251	14	6	7	3	7	3
33255	23	8	11	3	12	5
33257	11	5	3	2	8	3
33259	13	1	7	1	6	0
33260	16	7	8	4	8	3
33261	21	11	12	7	9	4
33263	19	13	9	6	10	7
33265	23	12	11	5	12	7
33267	18	5	9	2	9	3
33268	16	8	8	5	8	3
33269	13	4	7	2	6	2
33272	16	8	5	3	11	5
33273	15	7	6	4	9	3
33275	17	5	8	3	9	2
33277	17	9	8	4	9	5
33279	14	4	5	1	9	3
33280	10	3	2	1	8	2
33281	21	13	13	11	8	2
33282	22	12	10	4	12	8
33283	19	8	10	4	9	4
33284	19	9	9	3	10	6
33288	27	10	17	6	10	4
33290	15	6	4	0	11	6
33292	10	2	4	2	6	0
33294	16	5	8	4	8	1
33298	17	7	8	3	9	4
33299	18	8	9	4	9	4
33304	15	9	7	5	8	4
33315	20	12	10	7	10	5
33319	17	6	6	1	11	5
33323	19	8	10	5	9	3
33324	15	5	7	2	8	3
33326	17	7	9	4	8	3
33327	21	8	11	3	10	5
33329	16	8	9	5	7	3
33330	16	8	7	3	9	5
33331	17	7	9	4	8	3
33333	14	6	6	3	8	3
33334	12	7	7	5	5	2
33336	22	13	11	6	11	7
33337	13	6	3	1	10	5
33340	16	6	9	4	7	2
33348	19	9	10	5	9	4
33349	16	6	7	2	9	4
33350	12	5	4	2	8	3
33351	14	4	7	2	7	2
33352	17	5	10	3	7	2
33357	15	5	8	3	7	2
33360	17	7	8	4	9	3
33364	16	8	7	4	9	4
33367	15	8	6	3	9	5
33371	13	5	7	3	6	2
33374	14	5	6	2	8	3
33376	17	6	8	3	9	3
33379	20	12	12	9	8	3
33380	24	9	12	3	12	6
