Sweep	n_mod	n_accept	n_mod_0_1	n_accept_0_1	n_mod_1_0	n_accept_1_0
29633	15	5	6	1	9	4
29636	12	4	7	3	5	1
29638	13	4	6	1	7	3
29639	23	13	15	9	8	4
29640	20	10	11	5	9	5
29642	20	9	8	3	12	6
29644	16	9	6	5	10	4
29645	19	4	10	2	9	2
29647	23	12	13	7	10	5
29656	19	9	9	4	10	5
29658	15	6	8	3	7	3
29659	19	12	9	6	10	6
29660	16	6	7	3	9	3
29663	18	7	7	2	11	5
29666	11	2	5	1	6	1
29668	18	8	10	6	8	2
29669	16	9	4	3	12	6
29672	11	4	5	2	6	2
29673	14	5	6	3	8	2
29677	19	7	10	3	9	4
29678	14	5	6	2	8	3
29680	18	13	11	9	7	4
29684	17	8	4	1	13	7
29686	14	2	6	1	8	1
29688	11	6	6	4	5	2
29690	13	8	5	4	8	4
29694	14	4	4	0	10	4
29695	14	6	10	6	4	0
29696	15	7	7	3	8	4
29697	15	6	5	2	10	4
29699	13	7	6	4	7	3
29702	18	8	9	4	9	4
29703	14	5	7	2	7	3
29704	12	3	3	0	9	3
29706	14	2	8	2	6	0
29710	14	4	6	2	8	2
29711	18	8	10	6	8	2
29713	14	6	4	2	10	4
29715	17	8	7	4	10	4
29716	11	6	4	3	7	3
29717	16	6	7	3	9	3
29725	16	6	7	2	9	4
29727	17	5	10	3	7	2
29728	12	3	4	1	8	2
29730	21	10	13	8	8	2
29732	15	8	5	2	10	6
29735	14	5	4	1	10	4
29736	16	5	9	4	7	1
29738	12	2	4	0	8	2
29739	14	5	7	3	7	2
29740	15	5	6	2	9	3
29744	12	5	5	2	7	3
29745	12	4	6	3	6	1
29747	16	5	9	3	7	2
29751	14	4	5	1	9	3
29754	13	5	8	5	5	0
29755	17	8	7	3	10	5
29758	17	5	7	1	10	4
29759	15	6	7	4	8	2
29761	16	6	6	2	10	4
29762	12	4	5	2	7	2
29764	20	9	15	8	5	1
29768	16	10	8	5	8	5
29769	15	10	3	2	12	8
29770	16	4	10	3	6	1
29771	14	4	5	2	9	2
29772	21	9	11	4	10	5
29773	17	6	9	3	8	3
29774	12	6	3	1	9	5
29776	9	1	3	1	6	0
29778	12	3	6	2	6	1
29779	18	7	12	6	6	1
29780	16	9	7	4	9	5
29781	20	10	10	5	10	5
29785	16	10	9	6	7	4
29788	16	10	6	4	10	6
29790	14	9	8	6	6	3
29792	16	8	6	2	10	6
29793	12	4	3	0	9	4
29794	12	5	7	4	5	1
29795	18	7	11	4	7	3
29797	18	6	11	4	7	2
29798	19	8	8	1	11	7
29800	18	6	12	5	6	1
29803	20	10	13	6	7	4
29804	22	11	12	5	10	6
29805	16	5	7	2	9	3
29807	20	9	10	6	10	3
29808	18	10	8	5	10	5
29811	12	3	6	1	6	2
29813	18	8	9	4	9	4
29814	18	7	11	3	7	4
29815	18	8	9	3	9	5
29818	16	7	8	4	8	3
29819	12	3	4	1	8	2
29821	14	5	6	3	8	2
29822	16	6	6	3	10	3
29825	18	7	8	3	10	4
29826	14	7	7	4	7	3
29830	15	6	4	1	11	5
29836	9	2	3	1	6	1
29837	12	3	7	2	5	1
29842	11	0	5	0	6	0
29843	17	4	10	2	7	2
29844	17	4	11	4	6	0
29845	17	8	7	3	10	5
29849	18	6	9	3	9	3
29850	13	8	5	4	8	4
29851	13	6	5	3	8	3
29853	11	3	4	1	7	2
29855	16	5	7	3	9	2
29862	15	6	7	3	8	3
29863	17	7	11	4	6	3
29866	13	6	5	1	8	5
29867	13	3	6	2	7	1
29868	19	8	11	6	8	2
29869	12	8	3	2	9	6
29871	19	6	12	5	7	1
29872	15	7	6	1	9	6
29875	11	4	5	3	6	1
29877	15	7	6	4	9	3
29879	15	5	7	2	8	3
29885	18	7	10	4	8	3
29886	12	4	5	3	7	1
29888	20	9	10	5	10	4
29889	19	12	10	7	9	5
29890	18	9	7	4	11	5
29893	17	10	7	4	10	6
29895	12	5	6	4	6	1
29896	21	12	11	5	10	7
29901	14	8	4	3	10	5
29903	13	5	7	4	6	1
29905	23	9	12	3	11	6
29909	16	5	8	3	8	2
29910	18	8	7	4	11	4
29911	12	6	1	1	11	5
29913	14	5	8	4	6	1
29914	20	12	11	7	9	5
29915	23	12	11	6	12	6
29916	18	10	7	3	11	7
29917	11	2	3	0	8	2
29922	20	7	15	6	5	1
29926	16	7	9	3	7	4
29929	17	10	7	5	10	5
29930	16	8	8	4	8	4
29931	19	9	9	5	10	4
29934	18	6	7	1	11	5
29936	12	3	6	2	6	1
29942	9	3	1	1	8	2
29943	16	4	9	2	7	2
29944	13	6	6	4	7	2
29947	17	7	10	4	7	3
29948	23	10	12	5	11	5
29950	16	6	7	2	9	4
29952	11	3	6	2	5	1
29953	15	6	6	3	9	3
29954	14	5	5	2	9	3
29957	14	4	7	3	7	1
29958	17	8	9	5	8	3
29960	17	9	6	4	11	5
29962	22	11	11	6	11	5
29965	20	8	9	3	11	5
29967	17	7	8	4	9	3
29968	15	3	7	2	8	1
29969	20	8	9	3	11	5
29972	15	9	6	5	9	4
29973	15	6	4	0	11	6
29974	15	6	10	6	5	0
29977	21	11	10	5	11	6
29983	11	2	5	0	6	2
29985	18	9	9	7	9	2
29986	19	8	9	4	10	4
29988	20	9	8	2	12	7
29990	16	2	10	1	6	1
29991	16	2	7	0	9	2
29992	15	3	9	3	6	0
29993	14	5	5	2	9	3
29994	16	6	10	4	6	2
29996	22	11	12	6	10	5
29997	18	8	11	5	7	3
29998	26	12	16	7	10	5
30000	23	13	12	6	11	7
30004	18	8	7	1	11	7
30005	15	4	7	2	8	2
30007	17	7	9	4	8	3
30008	18	10	9	6	9	4
30010	15	6	8	4	7	2
30013	13	4	1	0	12	4
30014	14	5	4	2	10	3
30015	11	3	6	2	5	1
30017	19	12	12	8	7	4
30019	21	12	9	5	12	7
30020	12	4	5	0	7	4
30021	15	5	9	4	6	1
30023	13	7	6	3	7	4
30024	19	8	9	5	10	3
30026	19	8	8	3	11	5
30027	14	7	5	4	9	3
30032	17	5	7	2	10	3
30033	15	6	7	3	8	3
30034	15	6	7	4	8	2
30036	22	11	12	6	10	5
30037	17	11	7	6	10	5
30039	19	12	7	4	12	8
30046	14	4	7	2	7	2
30047	18	6	9	3	9	3
30048	17	4	9	1	8	3
30050	13	5	6	4	7	1
30051	15	9	8	5	7	4
30057	18	7	8	3	10	4
30060	16	9	7	4	9	5
30061	11	5	3	2	8	3
30064	17	8	8	5	9	3
30067	16	8	6	5	10	3
30069	15	7	6	3	9	4
30071	11	6	1	1	10	5
30072	12	4	6	3	6	1
30074	10	2	6	2	4	0
30076	17	8	7	4	10	4
30081	18	3	10	2	8	1
30082	15	7	5	2	10	5
30083	20	8	11	4	9	4
30086	19	9	9	5	10	4
30090	23	9	14	6	9	3
30093	15	10	3	2	12	8
30095	14	4	7	3	7	1
30096	20	6	11	4	9	2
30097	20	6	9	2	11	4
30098	14	6	6	4	8	2
30102	17	9	8	4	9	5
30103	17	7	10	5	7	2
30106	13	6	6	2	7	4
30107	22	8	11	3	11	5
30109	15	8	9	5	6	3
30111	20	8	9	3	11	5
30115	12	8	5	4	7	4
30116	18	8	9	3	9	5
30118	16	5	8	3	8	2
30120	13	7	6	4	7	3
30121	20	9	12	6	8	3
30123	14	7	5	2	9	5
30126	18	8	13	6	5	2
30130	21	13	7	4	14	9
30132	14	6	8	4	6	2
30133	20	13	11	8	9	5
30134	20	9	8	2	12	7
30137	15	5	8	3	7	2
30139	18	8	10	4	8	4
30140	14	6	8	3	6	3
30141	16	8	7	5	9	3
30143	14	8	4	2	10	6
30145	16	5	11	4	5	1
30146	20	12	12	8	8	4
30149	19	9	8	4	11	5
30150	16	6	5	1	11	5
30153	16	4	9	2	7	2
30154	9	4	6	3	3	1
30155	15	9	6	4	9	5
30156	15	5	8	4	7	1
30158	15	8	5	3	10	5
30159	20	8	9	3	11	5
30161	11	5	6	3	5	2
30162	11	5	2	1	9	4
30163	18	8	10	5	8	3
30164	15	7	7	4	8	3
30165	16	7	6	2	10	5
30169	13	3	7	2	6	1
30171	9	3	2	1	7	2
30175	16	7	8	5	8	2
30177	13	6	4	2	9	4
30179	16	4	7	2	9	2
30180	14	7	6	4	8	3
30181	11	4	7	3	4	1
30182	20	6	12	5	8	1
30183	17	10	4	2	13	8
30186	17	7	7	3	10	4
30189	12	3	5	2	7	1
30190	13	2	7	0	6	2
30194	15	4	8	2	7	2
30195	19	11	12	8	7	3
30196	15	7	6	2	9	5
30198	16	8	8	4	8	4
30199	11	4	6	1	5	3
30200	15	4	7	2	8	2
30202	18	8	10	6	8	2
30203	15	9	5	3	10	6
30204	17	9	11	6	6	3
30205	14	6	5	1	9	5
30207	14	6	8	4	6	2
30209	12	5	5	2	7	3
30210	16	4	8	3	8	1
30212	20	7	12	4	8	3
30213	19	7	10	4	9	3
30215	24	13	14	7	10	6
30218	16	7	3	1	13	6
30219	17	7	8	5	9	2
30222	12	4	3	1	9	3
30224	18	7	8	3	10	4
30225	18	6	9	3	9	3
30226	13	4	4	2	9	2
30228	14	3	6	1	8	2
30233	17	9	12	7	5	2
30235	20	9	10	3	10	6
30238	15	6	6	2	9	4
30240	16	6	10	5	6	1
30245	15	6	6	2	9	4
30248	15	4	7	3	8	1
30249	17	5	11	3	6	2
30250	20	9	10	4	10	5
30252	16	9	9	6	7	3
30253	19	12	5	3	14	9
30255	15	8	8	5	7	3
30256	14	5	5	1	9	4
30258	15	6	9	4	6	2
30259	12	5	3	2	9	3
30260	13	5	6	2	7	3
30261	15	3	8	2	7	1
30262	11	2	3	0	8	2
30264	10	3	4	2	6	1
30265	16	7	8	5	8	2
30274	12	6	5	2	7	4
30275	12	5	6	4	6	1
30278	19	10	8	4	11	6
30280	18	8	8	5	10	3
30281	16	8	8	5	8	3
30282	7	3	3	1	4	2
30283	13	7	5	2	8	5
30285	22	9	14	5	8	4
30287	23	12	14	7	9	5
30288	13	5	4	1	9	4
30289	17	8	10	6	7	2
30290	20	9	9	3	11	6
30293	16	3	8	1	8	2
30294	15	6	6	4	9	2
30295	14	6	5	2	9	4
30296	12	4	4	2	8	2
30297	15	5	9	4	6	1
30298	18	9	6	3	12	6
30301	21	7	11	4	10	3
30303	16	6	5	2	11	4
30306	17	6	8	4	9	2
30307	19	10	9	6	10	4
30311	13	6	5	2	8	4
30321	19	9	10	6	9	3
30322	21	9	9	2	12	7
30324	17	5	9	2	8	3
30325	16	4	9	4	7	0
30326	17	9	9	5	8	4
30327	21	10	11	4	10	6
30328	19	8	10	3	9	5
30332	12	5	6	2	6	3
30333	13	5	7	3	6	2
30334	18	7	11	5	7	2
30335	16	6	5	2	11	4
30336	17	3	10	1	7	2
30338	18	6	9	3	9	3
30340	23	9	15	5	8	4
30341	21	8	11	5	10	3
30342	19	7	9	3	10	4
30343	19	9	10	4	9	5
30344	16	9	7	5	9	4
30345	19	7	10	4	9	3
30346	22	10	10	4	12	6
30347	17	8	9	5	8	3
30348	15	7	5	1	10	6
30349	17	6	11	5	6	1
30353	13	5	5	1	8	4
30354	12	6	7	4	5	2
30356	12	6	5	3	7	3
30357	17	7	10	4	7	3
30358	15	5	7	2	8	3
30359	15	5	9	4	6	1
30360	17	7	6	1	11	6
30362	10	3	4	2	6	1
30367	12	5	4	2	8	3
30368	14	3	6	1	8	2
30369	12	2	6	1	6	1
30370	10	3	5	2	5	1
30372	14	4	6	2	8	2
30375	14	6	8	5	6	1
30376	20	9	9	3	11	6
30378	14	5	8	4	6	1
30379	17	8	7	2	10	6
30381	11	3	6	1	5	2
30382	9	3	4	2	5	1
30385	13	5	5	3	8	2
30386	15	6	7	4	8	2
30387	16	7	10	4	6	3
30388	15	7	7	2	8	5
30389	13	4	6	2	7	2
30390	20	8	11	6	9	2
30391	14	8	5	3	9	5
30392	17	5	13	3	4	2
30394	20	8	11	3	9	5
30397	16	9	9	6	7	3
30399	17	7	5	1	12	6
30400	19	5	11	5	8	0
30404	20	7	9	3	11	4
30405	20	11	11	7	9	4
30406	14	7	5	3	9	4
30410	18	8	8	3	10	5
30411	20	9	9	4	11	5
30412	12	6	4	2	8	4
30413	17	4	8	2	9	2
30414	17	8	9	5	8	3
30416	18	7	10	3	8	4
30419	17	7	7	3	10	4
30420	17	5	9	2	8	3
30421	10	3	3	1	7	2
30422	19	9	15	8	4	1
30423	22	10	10	3	12	7
30424	17	6	8	3	9	3
30427	12	7	4	2	8	5
30429	11	4	4	2	7	2
30431	13	5	10	5	3	0
30433	13	5	3	0	10	5
30435	13	5	7	5	6	0
30436	16	8	7	4	9	4
30437	20	11	9	6	11	5
30438	21	10	9	5	12	5
30440	18	13	9	8	9	5
30441	21	10	8	3	13	7
30445	19	9	10	6	9	3
30447	17	10	5	2	12	8
30454	17	6	8	3	9	3
30455	13	4	4	2	9	2
30456	15	6	6	3	9	3
30458	14	6	7	3	7	3
30459	15	8	9	6	6	2
30464	18	10	6	4	12	6
30467	15	5	8	3	7	2
30468	15	5	5	1	10	4
30469	16	5	8	3	8	2
30471	19	6	10	3	9	3
30473	18	9	8	5	10	4
30475	14	7	7	5	7	2
30476	15	7	5	2	10	5
30478	19	9	11	5	8	4
30479	14	12	9	8	5	4
30480	15	6	3	1	12	5
30482	18	11	9	7	9	4
30483	21	12	10	6	11	6
30485	21	12	9	4	12	8
30487	18	7	7	4	11	3
30488	17	9	8	4	9	5
30489	16	7	5	2	11	5
30490	15	4	8	3	7	1
30493	15	7	7	3	8	4
30495	15	4	7	1	8	3
30500	14	5	9	4	5	1
30502	23	12	13	8	10	4
30504	15	6	4	1	11	5
30505	13	6	5	4	8	2
30508	17	9	10	5	7	4
30511	18	10	7	4	11	6
30512	20	7	9	3	11	4
30513	15	7	8	4	7	3
30514	16	7	8	4	8	3
30516	20	8	9	4	11	4
30518	19	9	12	5	7	4
30519	16	8	5	3	11	5
30520	16	8	6	4	10	4
30521	19	8	10	6	9	2
30523	12	7	3	1	9	6
30526	17	6	9	4	8	2
30527	21	9	11	5	10	4
30531	20	9	9	5	11	4
30532	19	10	7	2	12	8
30534	17	2	9	1	8	1
30537	17	8	10	6	7	2
30539	17	11	6	5	11	6
30541	18	9	9	4	9	5
30542	16	9	7	4	9	5
30544	16	6	9	4	7	2
30547	16	4	12	3	4	1
30550	17	6	7	2	10	4
30551	19	10	8	5	11	5
30552	23	12	14	7	9	5
30554	17	7	7	3	10	4
30556	19	7	10	3	9	4
30557	22	9	13	4	9	5
30558	15	5	6	2	9	3
30565	13	6	6	3	7	3
30569	16	8	8	6	8	2
30571	22	13	13	8	9	5
30574	16	12	7	7	9	5
30577	18	13	8	4	10	9
30578	17	10	6	4	11	6
30580	16	7	6	2	10	5
30581	18	8	10	6	8	2
30583	17	8	8	4	9	4
30584	17	7	7	2	10	5
30587	12	3	6	2	6	1
30588	19	10	10	6	9	4
30590	13	6	4	2	9	4
30593	16	6	8	2	8	4
30594	13	3	6	2	7	1
30595	17	5	9	2	8	3
30596	15	6	7	4	8	2
30597	13	4	6	2	7	2
30599	20	8	11	6	9	2
30600	14	6	6	2	8	4
30601	18	8	8	4	10	4
30602	20	14	11	9	9	5
30604	22	12	11	4	11	8
30609	18	9	8	4	10	5
30610	17	10	8	6	9	4
30612	20	12	8	5	12	7
30613	16	7	7	4	9	3
30615	17	6	7	1	10	5
30617	15	7	10	5	5	2
30619	20	11	12	7	8	4
30620	20	11	7	5	13	6
30623	18	6	6	1	12	5
30624	17	9	9	6	8	3
30625	17	7	6	2	11	5
30629	21	11	12	8	9	3
30632	14	7	4	0	10	7
30635	12	3	6	3	6	0
30636	15	7	6	3	9	4
30637	12	5	4	2	8	3
30638	13	5	5	3	8	2
30640	17	6	11	4	6	2
30643	14	8	5	3	9	5
30644	16	9	8	6	8	3
30645	15	7	6	3	9	4
30646	20	11	9	6	11	5
30650	19	10	8	4	11	6
30652	15	6	7	3	8	3
30654	20	9	11	5	9	4
30657	14	7	9	6	5	1
30658	16	11	4	3	12	8
30660	18	7	8	3	10	4
30661	14	6	6	3	8	3
30666	14	6	7	4	7	2
30667	17	5	9	2	8	3
30668	19	10	10	5	9	5
30669	15	4	7	2	8	2
30673	11	2	4	1	7	1
30675	16	7	8	4	8	3
30676	16	6	5	2	11	4
30679	14	7	7	4	7	3
30682	13	5	6	2	7	3
30683	14	6	7	3	7	3
30685	9	6	4	4	5	2
30686	16	8	8	3	8	5
30688	17	7	10	6	7	1
30691	18	10	5	4	13	6
30696	18	7	7	2	11	5
30698	14	8	5	4	9	4
30700	13	5	5	2	8	3
30703	13	4	7	2	6	2
30706	21	10	15	7	6	3
30707	19	10	7	4	12	6
30708	15	8	7	6	8	2
30709	25	14	13	7	12	7
30710	20	11	8	4	12	7
30711	18	10	7	3	11	7
30712	15	8	11	7	4	1
30713	19	10	7	2	12	8
30715	20	8	13	7	7	1
30717	14	8	3	1	11	7
30719	12	3	6	2	6	1
30720	16	6	8	3	8	3
30721	15	10	10	6	5	4
30723	13	4	4	1	9	3
30724	13	4	6	2	7	2
30725	15	9	8	5	7	4
30726	15	7	9	4	6	3
30727	12	3	3	1	9	2
30728	16	6	8	4	8	2
30729	15	9	6	3	9	6
30730	13	8	7	5	6	3
30731	17	9	7	4	10	5
30732	15	6	8	3	7	3
30734	12	4	4	1	8	3
30736	11	3	6	2	5	1
30739	11	6	4	3	7	3
30744	17	7	8	4	9	3
30745	16	4	9	1	7	3
30746	16	8	9	5	7	3
30747	17	9	9	6	8	3
30754	20	9	9	2	11	7
30756	18	5	12	4	6	1
30758	20	5	12	1	8	4
30759	13	4	6	2	7	2
30764	15	5	9	4	6	1
30772	20	8	10	4	10	4
30776	16	9	7	6	9	3
30778	20	10	11	5	9	5
30779	16	10	6	4	10	6
30781	21	14	12	8	9	6
30785	20	10	8	6	12	4
30786	21	11	7	3	14	8
30787	15	6	8	3	7	3
30788	17	5	8	2	9	3
30790	16	8	8	6	8	2
30792	14	6	3	1	11	5
30795	17	6	8	4	9	2
30797	20	6	10	2	10	4
30799	15	7	6	3	9	4
30800	19	8	11	4	8	4
30801	16	5	9	3	7	2
30806	18	9	10	6	8	3
30807	13	5	3	0	10	5
30808	17	8	9	6	8	2
30810	18	7	10	3	8	4
30814	13	4	4	1	9	3
30815	18	8	10	6	8	2
30816	16	10	9	5	7	5
30821	19	10	8	4	11	6
30824	15	6	7	2	8	4
30826	18	6	9	3	9	3
30829	17	7	9	4	8	3
30831	16	8	6	4	10	4
30834	16	7	7	3	9	4
30838	14	6	8	3	6	3
30840	15	6	7	3	8	3
30844	13	5	6	2	7	3
30845	18	7	11	6	7	1
30846	14	9	5	4	9	5
30849	18	11	8	4	10	7
30850	17	7	10	5	7	2
30851	25	11	14	5	11	6
30855	19	10	9	5	10	5
30856	14	7	6	4	8	3
30859	17	5	6	1	11	4
30861	10	4	3	2	7	2
30863	15	6	8	4	7	2
30873	15	6	10	3	5	3
30874	18	7	7	3	11	4
30875	15	8	7	5	8	3
30877	21	11	12	7	9	4
30879	16	9	9	5	7	4
30881	19	10	6	2	13	8
30882	17	7	10	4	7	3
30885	21	11	11	6	10	5
30887	18	9	7	4	11	5
30888	24	10	13	4	11	6
30890	13	5	6	3	7	2
30892	13	6	3	2	10	4
30894	18	5	11	4	7	1
30895	22	13	11	8	11	5
30896	16	11	5	4	11	7
30897	16	6	8	3	8	3
30899	15	8	6	4	9	4
30901	17	5	10	1	7	4
30904	13	4	6	2	7	2
30905	8	3	3	2	5	1
30906	14	4	5	2	9	2
30909	16	6	8	3	8	3
30910	13	4	7	2	6	2
30912	11	7	5	5	6	2
30914	15	4	6	1	9	3
30918	18	8	11	4	7	4
30920	14	4	5	0	9	4
30921	14	3	8	3	6	0
30923	14	4	6	1	8	3
30924	15	7	10	7	5	0
30925	17	10	6	3	11	7
30926	16	6	9	4	7	2
30930	21	11	10	6	11	5
30931	20	8	9	3	11	5
30933	17	10	9	6	8	4
30934	19	12	9	6	10	6
30935	18	10	7	5	11	5
30938	17	12	8	6	9	6
30940	10	3	2	2	8	1
30941	16	7	6	2	10	5
30942	11	5	5	4	6	1
30944	23	11	12	5	11	6
30947	23	12	12	7	11	5
30949	16	8	7	5	9	3
30951	25	16	11	5	14	11
30952	18	8	7	3	11	5
30957	15	5	7	3	8	2
30958	17	4	8	2	9	2
30960	19	6	11	4	8	2
30961	17	9	5	4	12	5
30963	21	10	10	6	11	4
30964	19	12	8	5	11	7
30965	16	7	8	4	8	3
30966	23	9	16	6	7	3
30968	17	10	5	2	12	8
30970	16	9	9	7	7	2
30971	15	7	4	1	11	6
30977	13	5	5	4	8	1
30981	18	10	9	5	9	5
30982	18	8	9	4	9	4
30985	15	10	4	3	11	7
30986	18	8	12	6	6	2
30987	14	4	5	1	9	3
30990	14	6	5	2	9	4
30993	18	6	10	4	8	2
30998	14	5	4	1	10	4
31005	18	7	11	5	7	2
31007	18	6	10	4	8	2
31009	16	6	8	2	8	4
31010	15	8	8	6	7	2
31011	19	10	8	3	11	7
31016	15	7	5	3	10	4
31018	18	6	9	3	9	3
31020	17	9	12	7	5	2
31021	18	7	6	1	12	6
31022	15	5	9	3	6	2
31026	19	6	10	3	9	3
31027	18	10	9	6	9	4
31030	15	9	8	5	7	4
31031	19	10	7	4	12	6
31033	17	8	7	4	10	4
31035	12	4	4	1	8	3
31036	11	5	4	2	7	3
31038	13	4	5	2	8	2
31039	13	4	7	3	6	1
31046	19	8	10	4	9	4
31048	20	12	13	10	7	2
31049	19	10	4	1	15	9
31053	15	5	6	3	9	2
31055	18	3	9	1	9	2
31062	12	2	3	1	9	1
31067	15	5	9	5	6	0
31068	14	6	4	1	10	5
31070	16	6	5	2	11	4
31071	16	4	8	2	8	2
31073	16	6	8	4	8	2
31075	15	5	5	1	10	4
31076	16	9	9	6	7	3
31078	11	4	3	1	8	3
31079	12	5	6	2	6	3
31081	12	6	6	3	6	3
31083	14	6	9	6	5	0
31087	12	8	3	2	9	6
31090	13	3	5	2	8	1
31095	16	7	5	2	11	5
31096	18	9	13	8	5	1
31097	18	10	6	4	12	6
31098	16	7	7	2	9	5
31100	16	4	7	2	9	2
31101	18	9	10	6	8	3
31103	18	9	8	2	10	7
31104	11	3	6	2	5	1
31106	16	6	10	5	6	1
31107	11	6	3	1	8	5
31109	11	3	3	1	8	2
31110	12	6	5	5	7	1
31111	17	6	8	1	9	5
31112	8	2	3	1	5	1
31114	15	4	8	2	7	2
31115	14	6	9	5	5	1
31117	18	10	7	4	11	6
31118	16	8	9	4	7	4
31119	15	6	9	4	6	2
31120	18	7	7	2	11	5
31121	13	4	4	1	9	3
31123	16	6	9	6	7	0
31126	16	8	6	3	10	5
31127	13	8	6	4	7	4
31128	18	9	10	5	8	4
31129	15	6	6	3	9	3
31130	16	7	5	1	11	6
31131	14	6	7	5	7	1
31132	19	7	10	2	9	5
31137	13	6	7	4	6	2
31139	19	11	11	8	8	3
31140	16	10	5	4	11	6
31142	17	8	8	4	9	4
31143	16	8	8	6	8	2
31145	22	12	9	3	13	9
31151	15	6	4	1	11	5
31154	11	3	5	2	6	1
31157	16	6	11	6	5	0
31158	22	9	9	1	13	8
31161	13	3	6	2	7	1
31163	17	9	9	7	8	2
31164	18	13	8	7	10	6
31165	16	7	6	2	10	5
31166	18	5	8	2	10	3
31167	19	9	11	6	8	3
31171	19	11	7	4	12	7
31172	20	6	12	4	8	2
31174	20	9	10	4	10	5
31179	17	7	8	3	9	4
31181	12	6	6	2	6	4
31182	15	4	10	3	5	1
31183	14	6	7	3	7	3
31184	19	8	10	4	9	4
31185	12	2	4	0	8	2
31186	15	4	9	3	6	1
31187	15	6	6	3	9	3
31188	16	7	8	4	8	3
31190	12	4	4	1	8	3
31191	17	9	11	8	6	1
31192	15	9	5	2	10	7
31196	14	7	6	3	8	4
31201	18	9	10	6	8	3
31204	16	7	4	1	12	6
31207	14	8	7	5	7	3
31209	15	9	7	5	8	4
31213	16	10	7	5	9	5
31217	19	14	10	9	9	5
31219	18	12	5	3	13	9
31221	17	7	9	5	8	2
31222	16	8	7	5	9	3
31225	15	8	5	3	10	5
31226	19	8	8	2	11	6
31230	18	7	10	6	8	1
31231	13	5	5	2	8	3
31233	16	5	6	1	10	4
31234	12	5	4	3	8	2
31238	15	7	8	4	7	3
31239	16	5	7	2	9	3
31244	14	6	5	2	9	4
31245	11	1	5	0	6	1
31248	19	4	13	3	6	1
31250	19	11	11	8	8	3
31253	18	6	7	0	11	6
31254	15	8	8	6	7	2
31255	17	7	8	3	9	4
31258	18	7	11	5	7	2
31260	19	10	8	4	11	6
31263	18	9	6	4	12	5
31266	16	8	7	4	9	4
31269	22	13	13	7	9	6
31271	12	4	4	1	8	3
31274	14	4	7	2	7	2
31275	16	12	8	8	8	4
31276	12	6	2	0	10	6
31279	13	4	5	2	8	2
31281	15	8	8	6	7	2
31282	21	9	9	3	12	6
31284	15	3	6	1	9	2
31285	17	7	10	5	7	2
31287	14	7	3	2	11	5
31288	11	6	5	4	6	2
31289	15	8	8	5	7	3
31290	21	12	11	6	10	6
31291	21	12	10	5	11	7
31297	11	3	3	0	8	3
31299	13	4	7	3	6	1
31300	15	5	7	2	8	3
31302	19	7	12	5	7	2
31304	16	8	8	4	8	4
31305	17	8	7	3	10	5
31307	20	7	11	5	9	2
31309	15	6	5	2	10	4
31313	18	7	8	4	10	3
31315	15	6	4	1	11	5
31316	16	7	11	7	5	0
31317	20	10	7	3	13	7
31320	15	8	8	5	7	3
31321	20	12	9	5	11	7
31322	17	7	7	3	10	4
31324	19	7	15	7	4	0
31328	18	11	6	3	12	8
31330	11	5	3	1	8	4
31332	10	3	4	2	6	1
31334	15	3	6	0	9	3
31337	7	2	4	2	3	0
31338	14	4	6	2	8	2
31341	13	3	8	3	5	0
31344	20	8	9	3	11	5
31345	22	12	14	8	8	4
31346	17	6	9	2	8	4
31347	15	7	5	2	10	5
31349	13	5	8	4	5	1
31352	17	6	8	4	9	2
31354	16	4	7	1	9	3
31355	16	7	9	5	7	2
31356	20	8	10	4	10	4
31360	13	8	4	3	9	5
31364	21	8	11	5	10	3
31365	17	11	7	4	10	7
31366	15	9	8	5	7	4
31367	24	15	13	10	11	5
31368	19	12	2	2	17	10
31369	9	3	2	1	7	2
31371	15	7	8	5	7	2
31373	19	10	8	5	11	5
31376	10	6	2	2	8	4
31377	15	5	8	3	7	2
31381	18	6	8	3	10	3
31382	10	3	2	0	8	3
31383	13	3	7	2	6	1
31385	16	4	8	3	8	1
31388	13	3	7	2	6	1
31391	14	4	5	1	9	3
31392	15	5	7	4	8	1
31395	17	8	7	2	10	6
31396	16	5	9	3	7	2
31397	14	6	7	3	7	3
31402	14	4	6	2	8	2
31403	20	10	12	8	8	2
31405	18	9	7	4	11	5
31407	13	7	3	1	10	6
31408	13	4	10	3	3	1
31412	20	8	11	4	9	4
31415	19	6	10	3	9	3
31419	11	6	3	1	8	5
31420	14	3	9	3	5	0
31427	14	4	6	1	8	3
31428	15	6	10	5	5	1
31429	14	8	5	3	9	5
31430	17	7	8	3	9	4
31431	21	8	12	5	9	3
31432	15	6	6	3	9	3
31434	16	7	9	5	7	2
31435	16	7	4	1	12	6
31438	13	7	7	4	6	3
31439	16	4	8	1	8	3
31440	18	6	11	5	7	1
31441	17	7	7	2	10	5
31443	19	7	12	6	7	1
31444	15	7	3	0	12	7
31449	16	4	9	3	7	1
31450	17	8	10	7	7	1
31455	20	10	8	3	12	7
31457	14	3	5	0	9	3
31459	16	6	8	4	8	2
31460	17	6	8	2	9	4
31462	10	2	4	1	6	1
31464	17	6	10	4	7	2
31466	13	7	6	3	7	4
31468	15	5	8	4	7	1
31473	18	8	8	4	10	4
31474	18	8	8	4	10	4
31475	24	14	13	10	11	4
31476	21	13	9	6	12	7
31481	21	14	6	4	15	10
31482	13	7	5	2	8	5
