Sweep	Move_type	nBreakpoints	Chain_l	Chain_r
26747	3	1	1	2
26749	2	2	1	2
26753	3	1	1	3
26757	1	1	1	2
26760	1	1	2	1
26761	1	1	2	1
26762	3	4	1	2
26764	1	1	1	2
26768	3	1	1	2
26770	3	1	2	1
26773	2	2	2	1
26780	3	4	3	1
26781	1	1	2	3
26782	1	1	2	1
26790	2	2	1	2
26793	3	2	1	2
26795	1	1	2	1
26796	1	1	1	2
26802	2	2	1	2
26812	3	1	1	2
26813	3	2	1	2
26822	2	2	1	2
26825	3	5	1	2
26826	3	5	2	1
26827	2	2	1	2
26828	2	2	1	2
26829	2	2	1	2
26830	3	2	2	1
26831	1	1	2	1
26834	3	1	1	2
26838	1	1	1	2
26845	3	1	1	3
26846	3	1	1	2
26847	2	2	1	2
26850	3	2	1	2
26851	3	1	1	2
26855	3	2	1	2
26861	1	1	2	1
26866	2	2	1	2
26873	2	2	1	2
26874	3	1	1	3
26875	2	2	1	3
26877	1	1	1	2
26878	3	1	1	2
26880	3	2	1	2
26881	1	1	1	3
26886	1	1	1	2
26887	1	1	1	3
26892	3	4	2	1
26898	3	1	1	2
26903	3	5	1	2
26905	1	1	1	2
26911	3	5	1	2
26914	1	1	2	1
26915	2	2	1	2
26916	2	2	2	1
26917	2	2	2	1
26921	2	2	2	3
26923	2	2	1	2
26924	3	5	1	2
26927	1	1	2	1
26931	2	2	1	2
26933	2	2	1	2
26935	1	1	2	1
26939	3	1	1	3
26942	1	1	1	2
26943	1	1	2	1
26944	1	1	2	1
26945	1	1	1	2
26946	1	1	2	1
26948	2	2	3	1
26953	3	1	1	2
26954	1	1	1	2
26955	3	2	1	2
26957	2	2	1	2
26959	2	2	1	2
26975	1	1	1	2
26978	3	1	1	2
26980	3	2	2	1
26981	1	1	2	1
26987	2	2	2	1
26992	1	1	2	1
26997	1	1	2	1
26998	2	2	2	1
27002	2	2	1	2
27006	3	4	1	2
27009	2	2	1	2
27017	1	1	1	2
27020	2	2	1	2
27023	1	1	2	1
27029	1	1	1	2
27032	1	1	1	2
27035	1	1	2	1
27041	2	2	1	2
27044	1	1	2	1
27048	1	1	1	2
27049	3	4	2	1
27050	2	2	1	2
27051	3	2	2	1
27055	2	2	1	2
27058	2	2	1	2
27065	3	4	1	2
27067	3	2	1	3
27071	3	2	1	2
27079	3	1	1	2
27081	1	1	2	1
27085	3	2	1	2
27086	2	2	1	2
27093	3	1	1	2
27098	2	2	1	2
27100	2	2	2	1
27101	1	1	2	1
27106	3	2	1	2
27118	2	2	2	1
27120	1	1	2	1
27121	1	1	1	2
27122	1	1	1	2
27123	2	2	1	2
27130	1	1	1	2
27135	3	5	2	1
27136	3	4	1	2
27137	2	2	1	2
27138	3	5	1	2
27139	1	1	1	2
27149	2	2	2	1
27150	3	1	2	1
27151	2	2	2	1
27153	1	1	2	1
27157	3	5	1	2
27161	3	1	1	3
27162	2	2	1	2
27165	1	1	1	3
27166	2	2	1	3
27175	2	2	1	2
27177	1	1	2	1
27178	3	1	2	1
27179	3	1	1	2
27182	1	1	1	2
27187	2	2	2	1
27188	1	1	2	1
27190	2	2	2	1
27200	3	4	1	2
27203	3	5	1	2
27204	2	2	2	1
27208	1	1	1	2
27211	3	1	2	1
27212	1	1	2	1
27213	3	2	2	1
27214	3	1	2	1
27215	3	1	2	1
27216	2	2	1	2
27217	2	2	2	1
27218	3	2	1	2
27219	1	1	2	1
27221	2	2	1	2
27223	2	2	2	1
27226	1	1	1	3
27233	3	2	1	2
27244	1	1	2	1
27248	3	5	1	2
27258	3	1	1	2
27262	2	2	1	2
27265	2	2	1	2
27269	3	1	1	2
27271	3	1	1	2
27272	3	2	1	2
27273	1	1	1	2
27275	1	1	2	1
27281	3	1	1	2
27283	3	1	1	2
27285	2	2	1	2
27287	1	1	1	2
27289	1	1	1	2
27293	3	1	1	2
27297	1	1	1	3
27298	2	2	1	3
27299	1	1	1	3
27300	1	1	1	3
27306	1	1	2	1
27307	3	1	1	2
27315	1	1	1	2
27316	1	1	1	2
27318	3	1	1	2
27324	3	4	1	2
27326	2	2	1	2
27330	1	1	1	3
27332	2	2	2	1
27338	2	2	1	2
27341	3	1	1	2
27342	2	2	1	2
27343	1	1	1	3
27347	3	4	1	2
27348	3	2	2	1
27352	1	1	1	2
27361	2	2	2	1
27363	3	2	1	2
27365	1	1	1	2
27367	2	2	1	2
27373	3	2	1	2
27374	3	2	1	2
27375	3	4	1	2
27376	3	4	2	1
27377	3	1	1	2
27378	2	2	1	3
27379	3	1	1	2
27389	3	4	2	1
27390	2	2	1	2
27391	3	2	1	2
27394	2	2	2	1
27403	2	2	1	2
27409	3	1	1	2
27411	3	1	1	3
27417	1	1	1	2
27419	2	2	1	2
27422	1	1	1	2
27423	3	1	1	2
27426	1	1	1	2
27427	2	2	2	1
27429	2	2	1	2
27435	3	2	1	2
27436	3	2	1	2
27442	1	1	1	2
27443	2	2	2	1
27447	3	1	1	2
27450	1	1	2	1
27452	2	2	1	2
27453	1	1	1	2
27454	3	1	1	2
27455	3	2	1	2
27457	2	2	2	1
27464	3	4	1	2
27466	3	1	1	2
27467	2	2	1	2
27477	1	1	1	3
27480	1	1	1	2
27482	2	2	1	3
27485	3	2	1	2
27487	1	1	2	1
27491	1	1	1	2
27492	1	1	1	2
27493	1	1	1	2
27495	3	4	2	1
27502	2	2	2	1
27503	1	1	2	1
27504	1	1	1	2
27505	2	2	1	2
27513	2	2	2	1
27516	3	4	1	2
27518	2	2	1	2
27520	3	1	1	3
27522	1	1	1	2
27526	3	2	1	3
27529	2	2	1	2
27530	1	1	2	1
27531	1	1	2	1
27532	2	2	2	1
27533	3	1	2	1
27534	3	1	1	2
27535	2	2	2	1
27537	1	1	2	1
27539	1	1	1	2
27540	2	2	1	2
27542	3	2	1	3
27545	3	5	3	1
27546	3	1	3	1
27550	2	2	1	2
27557	2	2	1	2
27562	2	2	1	2
27563	1	1	2	1
27564	1	1	2	1
27566	2	2	1	2
27567	3	2	2	1
27570	1	1	2	1
27573	3	1	2	1
27575	3	1	1	2
27576	1	1	1	2
27580	3	5	1	2
27581	2	2	2	1
27590	3	2	1	2
27592	3	1	1	2
27596	3	1	1	2
27599	3	2	2	1
27601	3	4	1	2
27603	1	1	1	2
27604	3	2	2	1
27608	2	2	1	2
27617	1	1	1	2
27622	3	2	1	2
27623	1	1	1	2
27624	1	1	2	1
27625	2	2	2	1
27626	1	1	2	1
27628	3	4	1	2
27632	2	2	1	2
27634	2	2	1	2
27636	3	4	2	1
27644	3	2	1	2
27648	2	2	1	2
27649	2	2	2	1
27650	1	1	2	1
27655	1	1	2	1
27656	2	2	2	1
27657	1	1	2	1
27660	1	1	1	2
27661	3	4	1	2
27662	1	1	1	3
27664	1	1	1	2
27672	2	2	1	2
27675	3	1	1	3
27677	3	2	1	2
27682	3	5	1	2
27685	3	2	1	2
27689	2	2	1	2
27692	3	4	1	2
27695	1	1	1	3
27696	1	1	1	3
27697	2	2	1	3
27700	3	2	1	3
27702	3	2	2	1
27704	1	1	2	1
27705	2	2	3	2
27709	1	1	1	3
27711	2	2	1	3
27713	2	2	1	2
27715	2	2	1	2
27716	3	1	1	2
27717	1	1	1	2
27721	3	1	2	1
27723	2	2	1	2
27724	3	1	1	2
27727	2	2	2	1
27728	1	1	1	2
27729	3	1	2	1
27733	1	1	1	2
27736	2	2	1	2
27737	3	1	2	1
27739	3	2	1	3
27740	3	1	2	1
27742	1	1	2	1
27745	1	1	2	1
27748	2	2	1	3
27754	3	1	1	2
27757	1	1	2	1
27758	2	2	2	1
27759	3	1	1	2
27762	1	1	1	3
27764	2	2	1	2
27765	2	2	1	2
27771	3	1	1	2
27778	3	1	1	2
27780	2	2	1	2
27781	3	2	2	1
27782	1	1	2	1
27784	3	1	2	1
27792	3	2	1	2
27793	3	4	1	3
27794	1	1	1	2
27798	3	5	1	2
27801	1	1	1	2
27802	3	2	1	2
27811	1	1	1	2
27813	2	2	2	1
27817	1	1	1	2
27829	3	1	1	2
27831	3	1	1	2
27833	2	2	1	2
27834	1	1	1	2
27837	3	1	1	2
27838	3	1	1	2
27839	2	2	2	1
27842	2	2	1	2
27843	2	2	2	1
27844	1	1	2	1
27846	1	1	1	2
27852	3	1	2	1
27853	3	1	1	3
27854	3	5	1	2
27855	1	1	1	2
27856	1	1	1	2
27858	2	2	2	3
27863	2	2	1	2
27864	1	1	1	2
27869	2	2	1	2
27870	3	4	1	2
27872	3	4	2	1
27874	3	1	1	2
27881	2	2	1	2
27883	1	1	1	2
27889	1	1	2	1
27890	1	1	2	1
27891	2	2	1	2
27892	3	1	1	2
27893	2	2	1	3
27894	3	2	2	1
27895	2	2	2	1
27900	1	1	1	2
27901	1	1	1	3
27902	3	4	1	2
27903	1	1	2	1
27905	1	1	1	2
27914	3	1	1	2
27918	3	2	1	3
27919	1	1	1	2
27920	1	1	1	3
27921	3	1	1	3
27922	1	1	1	2
27924	3	1	1	2
27925	3	2	1	3
27926	2	2	1	2
27927	2	2	1	2
27929	2	2	1	2
27930	2	2	1	2
27934	1	1	2	1
27935	2	2	2	1
27938	1	1	1	2
27942	1	1	1	2
27943	3	5	1	2
27947	1	1	1	2
27949	3	2	3	1
27952	3	2	2	1
27956	1	1	1	2
27957	2	2	1	2
27958	2	2	2	1
27959	3	2	1	2
27962	2	2	2	1
27967	3	2	1	2
27969	1	1	1	2
27974	2	2	1	2
27976	2	2	1	2
27978	1	1	1	2
27980	2	2	1	2
27981	3	1	1	2
27982	1	1	2	1
27984	2	2	2	1
27988	2	2	1	2
27989	1	1	1	2
27991	3	2	1	2
27996	3	2	1	2
27998	2	2	1	2
28001	2	2	2	1
28007	3	4	1	2
28012	3	5	1	2
28020	1	1	1	3
28030	2	2	1	3
28031	3	4	1	2
28033	3	1	1	2
28034	1	1	2	1
28035	3	1	1	2
28039	3	1	1	2
28040	3	1	1	2
28050	3	1	1	2
28055	3	1	2	1
28056	2	2	2	1
28059	3	5	2	1
28061	2	2	2	1
28067	3	1	1	2
28072	3	1	1	2
28073	3	1	1	2
28075	1	1	2	1
28076	2	2	1	2
28078	3	2	2	1
28079	2	2	1	2
28081	1	1	2	1
28082	2	2	1	2
28085	2	2	1	2
28089	3	2	1	2
28094	2	2	1	2
28095	2	2	1	2
28100	3	1	2	1
28101	1	1	1	2
28114	3	1	1	2
28116	1	1	1	2
28117	1	1	1	2
28120	1	1	1	2
28130	2	2	2	1
28131	3	5	2	1
28135	3	4	1	2
28148	3	5	1	3
28149	2	2	3	1
28153	2	2	1	2
28154	1	1	1	2
28156	3	1	1	2
28159	2	2	1	2
28160	1	1	1	2
28161	2	2	1	2
28162	2	2	1	2
28163	1	1	2	1
28164	2	2	1	2
28165	2	2	2	1
28166	3	4	2	1
28167	1	1	1	2
28168	2	2	2	1
28175	3	4	2	1
28176	3	1	1	2
28177	3	1	2	1
28178	2	2	2	1
28179	2	2	2	1
28180	3	1	1	2
28185	2	2	1	2
28188	3	1	1	3
28193	2	2	1	2
28194	3	2	1	3
28197	3	1	1	2
28199	2	2	1	2
28200	3	2	1	2
28201	1	1	2	1
28205	2	2	1	2
28207	3	1	2	1
28209	3	5	1	2
28211	3	4	1	2
28219	3	4	2	1
28221	2	2	1	2
28225	3	1	1	2
28226	3	1	1	2
28232	3	1	1	3
28236	2	2	1	3
28237	1	1	1	3
28240	1	1	1	2
28241	3	2	1	2
28242	2	2	2	1
28244	2	2	1	2
28251	1	1	1	2
28252	2	2	1	2
28253	1	1	2	1
28254	1	1	1	2
28264	3	1	1	2
28268	3	4	1	2
28275	2	2	1	2
28277	3	4	1	2
28279	1	1	1	2
28286	2	2	1	2
28289	3	1	1	2
28290	3	2	1	2
28306	1	1	2	1
28309	3	1	1	2
28311	3	2	2	1
28312	1	1	1	2
28313	1	1	1	2
28317	3	4	1	2
28318	1	1	2	1
28320	3	4	3	2
28321	3	4	1	2
28324	1	1	2	1
28334	2	2	1	2
28338	2	2	1	2
28345	1	1	1	2
28348	1	1	1	2
28349	2	2	2	1
28351	3	2	1	2
28356	3	5	1	3
28361	2	2	1	2
28362	3	1	2	1
28364	1	1	2	1
28365	3	1	2	1
28367	1	1	2	1
28373	2	2	1	3
28376	1	1	1	2
28381	3	2	2	1
28382	2	2	1	2
28386	2	2	1	2
28387	3	2	1	2
28390	2	2	1	2
28392	3	5	1	2
28393	3	1	1	2
28394	2	2	1	2
28396	3	4	2	1
28404	1	1	2	1
28405	2	2	1	2
28406	2	2	1	2
28407	2	2	2	1
28413	2	2	1	2
28416	2	2	1	2
28417	1	1	2	1
28420	3	1	1	2
28421	3	2	1	2
28428	1	1	1	2
28429	3	2	2	1
28432	3	4	3	1
28436	3	1	1	3
28440	3	1	1	3
28443	3	1	1	2
28446	1	1	1	2
28452	3	1	1	2
28459	3	1	1	2
28461	2	2	1	2
28463	3	2	1	2
28465	3	1	1	2
28468	3	2	1	2
28470	3	2	1	2
28471	2	2	1	2
28473	3	4	1	2
28478	3	2	1	2
28486	3	2	1	2
28497	3	2	1	2
28501	1	1	1	2
28503	2	2	1	3
28506	1	1	2	1
28510	3	1	1	2
28513	3	1	1	2
28519	3	1	1	2
28523	3	4	1	3
28525	3	2	1	2
28527	3	2	1	2
28529	3	5	1	2
28531	2	2	3	1
28536	1	1	1	2
28542	3	4	1	2
28551	3	1	2	3
28560	1	1	1	2
28561	3	1	1	2
28574	3	1	1	3
28578	2	2	1	2
28579	1	1	1	2
28581	3	1	1	2
28585	2	2	1	2
28588	2	2	1	2
28594	2	2	1	2
28601	3	1	1	2
28605	3	5	3	1
28608	1	1	2	1
28609	3	5	1	2
28611	3	1	2	1
28613	1	1	2	1
28615	3	4	1	2
28621	3	2	1	3
28627	3	1	1	2
28629	2	2	1	2
28633	1	1	1	3
28639	2	2	1	2
28640	2	2	1	2
28642	2	2	1	2
28649	3	2	1	2
28653	3	4	1	2
28656	3	1	1	2
28658	3	5	1	2
28660	2	2	1	2
28662	3	1	1	2
28668	1	1	1	2
28669	1	1	1	2
28670	3	1	1	2
28674	3	2	1	2
28683	1	1	1	3
28684	3	1	1	2
28687	2	2	1	2
28694	3	1	1	2
28697	3	2	1	2
28707	3	1	1	2
28714	3	1	1	2
28715	3	1	1	2
28716	3	2	1	3
28718	3	4	1	2
28719	1	1	1	2
28722	2	2	1	2
28728	2	2	2	1
28730	2	2	1	2
28739	1	1	1	2
28741	2	2	2	1
28744	1	1	2	1
28746	3	2	1	2
28747	3	1	1	3
28748	2	2	1	2
28759	3	2	1	2
28761	1	1	1	2
28763	2	2	3	1
28764	3	2	1	3
28768	3	5	1	3
28776	1	1	1	2
28779	2	2	1	2
28780	1	1	1	2
28782	3	4	1	2
28785	2	2	1	2
28786	2	2	1	2
28798	1	1	1	2
28800	3	1	1	2
28807	2	2	1	2
28808	1	1	3	1
28810	2	2	1	2
28811	2	2	2	1
28819	1	1	2	1
28820	3	2	2	1
28821	1	1	2	1
28822	1	1	1	2
28832	2	2	1	2
28833	3	1	2	1
28834	1	1	2	1
28836	2	2	1	2
28840	3	5	1	2
28849	3	1	1	2
28850	2	2	1	2
28854	1	1	2	1
28856	2	2	1	2
28858	1	1	2	1
28863	2	2	2	1
28873	2	2	1	2
28875	1	1	1	3
28881	3	1	1	2
28887	3	2	2	1
28890	3	5	1	2
28892	2	2	1	2
28894	3	1	1	2
28895	2	2	1	2
28897	2	2	1	2
28902	1	1	1	2
28907	2	2	1	2
28909	3	2	1	2
28913	2	2	1	2
28914	2	2	1	2
28916	2	2	1	2
28921	3	2	1	3
28925	1	1	1	2
28926	3	4	2	1
28928	3	2	1	2
28929	3	4	1	2
28931	1	1	2	1
28932	2	2	1	2
28935	1	1	1	2
28938	3	2	1	2
28940	1	1	1	2
28941	2	2	1	2
28942	3	2	1	2
28944	2	2	1	2
28951	3	2	1	2
28953	2	2	1	2
28956	3	1	1	2
28957	3	1	2	1
28963	1	1	1	2
28965	3	1	1	2
28966	2	2	1	2
28969	3	2	1	2
28970	2	2	1	2
28972	3	2	2	1
28975	1	1	1	2
28979	3	5	1	2
28983	2	2	1	2
28984	2	2	1	2
28991	1	1	2	1
28995	2	2	1	2
28996	3	1	1	2
28997	3	1	1	2
29000	1	1	1	2
29005	1	1	1	2
29006	1	1	1	2
29007	3	2	1	3
29008	2	2	1	2
29013	1	1	1	2
29017	1	1	1	2
29018	3	1	1	2
29020	1	1	1	2
29021	3	1	1	2
29022	1	1	2	1
29026	3	2	1	2
29033	1	1	1	2
29038	3	1	1	2
29043	2	2	1	2
29045	2	2	1	2
29046	2	2	2	1
29051	2	2	2	1
29056	3	1	1	3
29061	2	2	1	2
29070	1	1	2	1
29072	2	2	2	1
29075	1	1	2	1
29080	2	2	1	3
29091	3	1	1	2
29097	2	2	1	2
29103	3	2	1	2
29104	3	1	1	2
29109	3	1	1	3
29111	1	1	2	1
29118	1	1	1	2
29120	1	1	1	2
29123	2	2	1	2
29124	1	1	1	2
29126	3	2	3	1
29127	3	2	2	1
29128	2	2	1	2
29129	2	2	2	1
29132	2	2	1	2
29136	3	4	3	1
29137	2	2	1	3
29139	2	2	1	3
29141	3	1	1	2
29146	2	2	2	1
29149	3	1	2	1
29150	2	2	2	1
29151	3	1	1	2
29153	1	1	1	2
29156	3	2	1	2
29159	2	2	1	2
29160	1	1	1	2
29167	3	1	1	2
29168	3	5	1	2
29170	3	1	3	1
29171	3	2	2	1
29174	2	2	1	2
29178	3	1	1	2
29182	3	2	1	2
29183	1	1	1	2
29184	1	1	1	2
29185	3	2	1	2
29189	3	1	1	2
29190	2	2	1	2
29192	3	2	1	2
29193	3	2	1	2
29194	1	1	1	2
29195	1	1	2	1
29197	1	1	2	1
29200	3	1	1	2
29207	3	4	1	3
29210	1	1	1	2
29211	1	1	1	3
29212	1	1	1	2
29219	2	2	1	2
29220	3	4	1	2
29221	3	2	1	3
29224	3	2	2	1
29225	3	2	2	1
29229	3	1	1	2
29233	1	1	1	2
29245	3	1	1	2
29249	2	2	2	1
29252	3	1	1	2
29254	2	2	1	2
29266	2	2	1	3
29272	2	2	1	2
29274	2	2	1	2
29281	1	1	1	2
29283	1	1	1	2
29285	1	1	2	1
29287	3	1	1	2
29288	2	2	1	2
29293	2	2	1	2
29296	3	4	1	2
29297	2	2	1	2
29301	2	2	1	2
29304	2	2	1	2
29306	1	1	2	1
29307	1	1	2	1
29310	3	2	1	2
29311	3	4	2	1
29312	3	4	2	1
29316	1	1	1	2
29317	3	4	1	2
29320	2	2	1	2
29322	1	1	2	1
29324	1	1	1	3
29325	3	1	1	3
29326	3	1	1	3
29327	1	1	1	2
29332	2	2	1	2
29334	3	5	2	1
29339	2	2	1	2
29340	2	2	1	2
29344	3	1	1	2
29345	1	1	1	2
29347	3	5	1	2
29348	3	4	2	1
29349	3	2	2	1
29352	3	2	1	2
29355	3	5	1	3
29357	3	2	1	2
29359	3	1	1	2
29361	1	1	1	2
29366	3	4	1	2
29380	3	1	1	2
29381	2	2	1	2
29382	3	4	1	3
29387	2	2	1	2
29390	3	1	1	2
29391	2	2	1	2
29393	2	2	2	1
29395	1	1	1	2
29398	3	1	1	2
29401	3	1	1	2
29402	3	5	1	2
29403	2	2	1	2
29411	3	5	1	2
29417	3	2	1	2
29418	1	1	2	1
29428	2	2	1	3
29432	3	2	1	2
29436	1	1	1	2
29437	1	1	1	2
29440	2	2	1	2
29442	3	4	2	1
29451	3	1	1	2
29453	3	1	1	3
29457	3	1	1	2
29461	3	4	2	1
29462	2	2	2	1
29463	1	1	1	2
29467	3	4	1	2
29469	1	1	3	1
29470	2	2	1	2
29473	2	2	1	2
29475	2	2	2	1
29476	1	1	2	1
29477	3	1	1	2
29481	1	1	1	2
29490	2	2	1	2
29495	2	2	1	3
29498	2	2	1	2
29499	3	2	1	2
29500	1	1	1	2
29502	3	5	1	2
29508	1	1	1	2
29518	3	1	1	3
29522	3	1	1	2
29532	1	1	1	2
29535	1	1	1	3
29537	2	2	1	2
29543	1	1	1	2
29545	2	2	1	2
29547	3	1	1	2
29550	3	4	1	2
29551	2	2	2	1
29552	2	2	1	2
29556	1	1	1	2
29557	2	2	2	1
29564	2	2	1	2
29573	3	2	2	1
29577	2	2	2	1
29581	3	1	1	2
29590	1	1	1	2
29591	1	1	1	2
29597	3	4	2	1
29598	1	1	1	2
29599	3	1	1	2
29600	2	2	2	1
29601	1	1	1	2
29602	1	1	2	1
29603	3	1	2	1
29613	1	1	1	2
29616	1	1	1	2
29626	2	2	1	2
29628	1	1	2	1
29633	3	5	1	2
29635	3	1	1	2
29636	3	2	1	2
29638	1	1	2	1
29643	2	2	1	3
29644	3	1	1	3
29645	1	1	1	3
29650	3	1	3	1
29651	3	2	2	1
29657	3	2	1	2
29659	2	2	2	1
29660	3	1	1	2
29662	3	1	1	2
29663	2	2	1	2
29664	2	2	1	2
29668	3	1	1	2
29672	3	2	1	2
29674	3	4	1	2
29676	3	1	1	2
29677	2	2	1	2
29678	1	1	1	2
29683	3	2	1	2
29684	2	2	2	1
29690	1	1	2	1
29691	2	2	2	1
29693	2	2	1	2
29698	3	2	2	1
29699	3	1	1	2
29700	2	2	2	1
29702	2	2	1	2
29709	3	4	2	1
29710	1	1	1	2
29711	3	4	2	1
29712	1	1	1	2
29716	2	2	1	2
29719	1	1	2	1
29720	2	2	1	2
29723	1	1	1	2
29731	3	5	1	2
29736	1	1	2	1
29743	3	1	1	2
29744	1	1	2	1
29754	3	1	1	3
29759	3	2	1	2
29763	2	2	1	2
29765	1	1	1	2
29768	3	2	1	3
29770	3	2	3	2
29771	2	2	3	1
29773	3	1	1	2
29779	2	2	1	2
29783	3	1	1	2
29788	1	1	2	1
29790	1	1	1	2
29791	1	1	1	2
29793	3	5	1	2
29798	3	1	1	2
29799	3	2	2	1
29803	3	2	1	2
29806	3	2	2	1
29807	3	1	1	2
29808	1	1	1	2
29809	3	1	1	2
29813	1	1	1	2
29816	2	2	2	1
29817	1	1	2	1
29821	3	1	1	2
29823	1	1	1	2
29824	3	2	1	2
29825	3	1	1	2
29826	1	1	1	2
29827	2	2	1	2
29828	1	1	1	2
29829	3	1	1	2
29835	2	2	2	1
29838	2	2	1	2
29840	3	2	1	2
29841	2	2	1	2
29843	3	1	1	2
29844	1	1	1	2
29849	2	2	1	2
29858	2	2	1	2
29862	1	1	1	2
29865	2	2	1	2
29867	1	1	1	2
29868	3	4	1	3
29870	1	1	1	3
29875	3	2	1	2
29876	1	1	1	2
29877	3	1	1	2
29878	2	2	1	3
29880	3	1	2	1
29881	1	1	1	2
29882	2	2	2	1
29884	3	4	2	1
29885	3	1	1	2
29904	2	2	1	2
29907	1	1	1	2
29909	1	1	2	1
29912	3	2	1	2
29916	1	1	1	2
29917	2	2	1	2
29918	1	1	1	2
29919	2	2	2	1
29920	2	2	1	2
29924	3	2	1	2
29925	3	4	1	2
29926	2	2	1	2
29928	3	5	1	2
29929	3	1	1	2
29930	1	1	1	3
29935	3	1	1	2
29942	3	2	1	2
29944	3	2	1	2
29947	3	1	1	3
29951	3	4	1	2
29952	1	1	1	2
29954	2	2	1	2
29955	3	1	1	2
29956	1	1	1	2
29964	2	2	1	2
29966	3	1	1	2
29968	3	1	1	2
29975	1	1	1	2
29979	3	2	2	1
29980	1	1	2	1
29982	1	1	1	2
29983	1	1	1	2
29993	2	2	1	2
29996	1	1	1	2
29997	3	2	1	2
29999	3	1	2	1
30001	2	2	1	2
30003	3	5	1	2
30007	2	2	1	2
30014	2	2	1	2
30017	3	1	1	2
30021	3	2	1	2
30024	3	2	1	2
30025	1	1	2	1
30026	2	2	1	2
30028	2	2	2	1
30034	2	2	1	2
30037	3	1	1	2
30043	3	1	1	2
30046	3	4	1	2
30048	3	4	1	2
30053	3	2	1	2
30054	3	1	2	1
30058	3	5	1	3
30061	1	1	1	2
30063	2	2	2	1
30066	1	1	1	2
30068	3	1	2	1
30069	1	1	2	1
30070	3	1	1	2
30073	2	2	2	1
30074	3	1	1	2
30078	3	1	2	1
30082	1	1	1	2
30085	1	1	1	2
30089	1	1	1	2
30090	1	1	1	2
30095	3	1	1	2
30097	2	2	1	2
30098	2	2	1	2
30099	3	1	1	2
30106	3	1	1	2
30111	2	2	2	1
30115	2	2	1	2
30117	3	1	1	3
30120	1	1	1	2
30124	1	1	1	2
30128	3	2	1	2
30129	3	2	1	2
30131	2	2	1	2
30132	3	4	2	1
30133	2	2	2	1
30135	2	2	3	1
30141	2	2	1	2
30142	3	1	1	2
30143	2	2	2	1
30151	3	2	1	2
30152	1	1	1	2
30157	3	4	1	2
30159	1	1	1	2
30160	1	1	1	2
30164	1	1	1	2
30166	1	1	2	1
30167	2	2	2	1
30172	2	2	3	1
30173	1	1	1	3
30175	2	2	1	2
30176	2	2	1	2
30179	3	2	1	2
30181	2	2	1	2
30183	3	1	2	1
30184	2	2	2	1
30188	1	1	1	3
30189	3	4	1	3
30191	3	1	1	3
30196	3	5	1	2
30201	3	5	1	2
30205	3	5	1	2
30207	3	2	1	3
30209	3	2	1	2
30210	3	1	1	2
30213	1	1	1	2
30214	3	1	1	2
30215	2	2	1	2
30217	1	1	1	2
30219	1	1	1	2
30223	3	1	1	2
30227	1	1	1	3
30228	2	2	1	2
30232	2	2	1	2
30233	3	1	1	2
30234	3	1	1	3
30236	1	1	1	3
30239	1	1	1	3
30243	3	5	1	2
30250	1	1	1	2
30251	3	1	1	2
30253	3	1	1	2
30259	2	2	1	3
30260	3	2	1	2
30268	1	1	2	1
30277	1	1	1	2
30278	3	2	1	2
30279	2	2	1	2
30284	3	5	1	2
30285	3	4	1	2
30288	1	1	1	2
30289	3	4	2	1
30290	2	2	2	1
30292	1	1	1	2
30293	2	2	1	2
30294	2	2	1	2
30295	1	1	1	2
30298	2	2	1	2
30299	1	1	1	2
30300	2	2	2	1
30301	2	2	1	2
30303	2	2	1	2
30307	2	2	2	1
30315	3	1	2	1
30316	1	1	1	2
30317	2	2	1	2
30323	1	1	2	1
30324	3	1	1	2
30327	3	4	1	2
30329	1	1	1	2
30335	3	5	1	2
30343	2	2	1	2
30344	3	5	1	2
30346	3	2	1	2
30348	2	2	1	2
30350	2	2	1	3
30368	3	4	1	3
30372	3	2	1	2
30374	2	2	1	3
30376	1	1	1	2
30377	3	4	1	2
30381	3	5	1	2
30386	3	4	1	2
30390	1	1	2	1
30393	3	1	1	2
30400	2	2	3	1
30403	2	2	1	2
30410	1	1	1	2
30417	1	1	1	2
30419	3	2	1	2
30420	3	5	1	2
30424	3	1	2	1
30430	2	2	1	2
30431	1	1	1	2
30432	3	1	2	1
30437	1	1	1	2
30442	2	2	1	2
30444	1	1	1	2
30452	3	1	1	2
30455	1	1	1	2
30459	1	1	1	2
30461	3	1	1	2
30466	3	5	1	2
30471	2	2	1	2
30472	3	5	1	2
30479	3	1	1	2
30481	3	1	1	3
30484	2	2	1	2
30487	1	1	1	3
30489	3	4	1	3
30492	1	1	1	3
30494	3	1	1	2
30498	3	4	1	2
30501	3	2	1	3
30506	3	1	1	2
30512	3	4	1	2
30515	1	1	1	2
30519	1	1	1	3
30520	3	4	1	2
30522	3	1	1	2
30525	1	1	2	1
30526	2	2	1	2
30527	2	2	2	1
30532	1	1	2	1
30535	1	1	1	2
30536	2	2	1	2
30540	3	1	2	1
30541	1	1	1	2
30542	2	2	1	2
30543	2	2	2	1
30554	1	1	1	2
30555	1	1	1	2
30556	1	1	1	2
30557	3	1	1	2
30561	2	2	1	2
30562	1	1	2	1
30563	3	2	1	2
30574	2	2	1	2
30582	3	1	1	3
30583	1	1	2	1
30587	3	2	1	2
30588	2	2	1	2
30599	3	4	1	2
30601	1	1	1	2
30606	3	4	1	2
30608	1	1	2	1
30609	3	1	2	1
30611	3	2	2	1
30614	3	2	1	2
30616	3	1	2	1
30618	3	1	1	2
30620	1	1	2	1
