Sweep	Move_type	nBreakpoints	Chain_l	Chain_r
14435	2	2	1	2
14437	1	1	2	1
14438	2	2	1	2
14439	1	1	2	1
14446	2	2	1	2
14448	1	1	2	1
14449	1	1	2	1
14453	1	1	1	2
14454	2	2	1	2
14455	3	2	1	2
14457	2	2	1	2
14463	2	2	1	2
14464	2	2	1	2
14465	1	1	1	2
14468	2	2	1	2
14472	3	5	1	2
14478	3	1	1	2
14479	1	1	2	1
14481	1	1	2	1
14490	1	1	1	3
14493	3	1	1	2
14496	1	1	1	2
14501	3	1	1	2
14502	1	1	2	1
14504	1	1	1	2
14505	3	2	1	2
14509	2	2	2	1
14512	2	2	1	2
14519	1	1	1	2
14520	1	1	2	1
14527	1	1	2	1
14528	2	2	2	1
14530	2	2	1	2
14532	3	2	1	2
14535	2	2	1	2
14536	2	2	2	1
14542	1	1	1	2
14544	3	2	1	2
14547	1	1	1	2
14553	2	2	1	2
14557	2	2	2	1
14558	1	1	2	1
14559	1	1	2	1
14560	1	1	1	2
14561	2	2	1	2
14567	3	2	2	1
14570	3	1	1	2
14572	1	1	1	3
14574	2	2	1	3
14575	3	1	1	3
14577	3	4	1	2
14581	3	5	2	1
14582	3	1	1	2
14583	2	2	1	2
14584	3	1	2	1
14585	1	1	2	1
14591	3	1	1	2
14606	2	2	1	3
14607	2	2	1	2
14610	1	1	1	2
14625	3	1	1	2
14628	1	1	1	2
14630	1	1	1	2
14636	3	5	1	2
14638	3	1	1	2
14641	2	2	1	3
14644	1	1	2	1
14646	3	1	1	2
14649	3	4	1	2
14650	1	1	1	2
14653	3	1	1	2
14654	3	1	2	1
14655	3	4	1	2
14658	1	1	1	2
14661	1	1	1	2
14662	2	2	1	2
14667	1	1	1	3
14668	3	2	1	3
14669	3	2	1	2
14671	1	1	1	2
14672	2	2	1	2
14680	2	2	1	2
14683	3	1	1	2
14686	3	1	1	2
14694	1	1	2	1
14695	1	1	1	2
14700	3	2	1	2
14703	3	2	1	2
14712	1	1	2	1
14714	1	1	1	2
14715	3	5	1	2
14716	3	2	1	2
14719	2	2	2	1
14720	2	2	1	2
14721	2	2	2	1
14723	1	1	1	2
14724	1	1	2	1
14725	1	1	1	2
14727	3	4	1	2
14738	3	4	1	2
14739	3	5	1	2
14743	3	2	1	2
14746	3	1	1	2
14752	3	1	1	2
14766	3	1	1	2
14767	2	2	1	2
14769	2	2	1	2
14773	2	2	1	2
14777	1	1	1	2
14779	2	2	1	2
14782	3	2	1	2
14783	3	4	1	2
14784	3	2	2	1
14788	3	1	1	2
14790	3	1	1	2
14794	1	1	1	2
14795	2	2	1	2
14796	1	1	1	2
14797	1	1	2	1
14798	2	2	2	1
14809	2	2	1	2
14811	3	2	2	1
14813	2	2	1	2
14816	1	1	2	1
14817	1	1	2	1
14823	1	1	1	2
14828	3	1	1	2
14832	3	1	2	1
14836	3	2	1	2
14837	3	1	1	3
14839	2	2	1	3
14843	1	1	2	1
14846	3	2	1	3
14849	1	1	1	2
14851	1	1	1	2
14852	1	1	1	2
14854	1	1	1	2
14859	3	1	1	2
14862	1	1	1	2
14863	2	2	1	2
14866	3	1	1	2
14869	3	4	2	1
14871	2	2	1	2
14877	3	1	1	2
14881	1	1	2	1
14882	3	1	1	2
14886	3	1	1	2
14890	1	1	1	2
14898	3	4	1	2
14901	3	1	1	2
14903	3	4	1	2
14905	2	2	1	2
14908	3	4	1	2
14909	3	1	1	2
14914	3	1	1	2
14917	2	2	2	1
14923	1	1	1	2
14925	2	2	1	2
14939	3	2	1	2
14948	2	2	1	2
14949	3	1	1	2
14951	3	1	1	2
14958	3	1	1	2
14960	1	1	1	2
14965	1	1	1	2
14967	1	1	1	2
14969	2	2	2	1
14973	1	1	2	1
14975	1	1	2	1
14976	2	2	2	1
14978	2	2	1	2
14979	3	2	1	2
14980	3	2	1	2
14981	3	2	1	2
14982	3	2	1	2
14994	3	1	1	2
14996	2	2	1	2
14997	1	1	1	2
14998	3	1	1	2
14999	3	1	1	2
15002	1	1	1	2
15004	3	5	1	2
15007	2	2	1	2
15018	3	2	1	3
15037	2	2	2	1
15038	2	2	2	1
15040	2	2	1	3
15042	3	1	1	2
15047	1	1	1	2
15051	2	2	1	2
15055	3	1	1	2
15064	1	1	1	2
15065	1	1	1	2
15069	1	1	1	2
15071	3	1	1	2
15072	3	1	1	2
15074	1	1	1	2
15081	1	1	1	2
15083	1	1	1	2
15095	3	5	1	3
15097	3	2	1	2
15103	2	2	1	2
15104	1	1	1	2
15108	2	2	1	2
15112	3	5	1	2
15118	2	2	1	2
15120	3	1	2	1
15122	2	2	1	2
15124	1	1	1	2
15125	1	1	1	3
15129	3	2	1	3
15134	3	2	1	2
15136	2	2	1	2
15137	3	2	1	2
15138	2	2	1	2
15143	2	2	1	2
15146	3	1	1	2
15148	2	2	1	2
15149	1	1	1	2
15151	2	2	1	2
15162	3	4	1	2
15164	1	1	1	3
15167	1	1	2	1
15168	2	2	2	1
15170	3	4	1	2
15172	3	4	1	2
15174	3	2	1	2
15177	3	2	1	3
15178	3	4	2	1
15180	1	1	1	3
15183	3	5	1	2
15185	1	1	2	1
15187	1	1	2	1
15192	1	1	1	2
15194	2	2	1	2
15197	3	1	1	3
15199	2	2	1	2
15201	3	1	1	2
15203	3	1	1	2
15205	3	2	1	2
15210	3	2	1	2
15211	3	2	1	3
15218	1	1	1	2
15221	2	2	1	2
15222	1	1	2	1
15223	3	1	1	2
15224	2	2	1	2
15225	3	1	2	1
15226	3	2	1	2
15227	1	1	2	1
15232	2	2	1	2
15233	3	2	1	2
15234	2	2	1	3
15236	3	1	1	3
15237	2	2	1	2
15240	3	1	1	2
15244	3	1	1	3
15245	1	1	1	2
15246	3	4	1	3
15249	3	2	1	2
15254	2	2	2	1
15256	2	2	2	1
15258	2	2	1	2
15260	2	2	1	2
15262	3	2	1	2
15267	2	2	1	2
15268	1	1	2	3
15273	2	2	1	2
15274	2	2	2	1
15284	2	2	1	3
15286	2	2	1	2
15288	3	4	1	2
15290	2	2	1	2
15295	2	2	1	2
15298	2	2	1	2
15299	3	1	1	2
15301	2	2	1	2
15305	3	1	1	2
15314	1	1	2	1
15315	3	4	1	2
15316	1	1	2	1
15317	1	1	1	2
15318	3	5	1	2
15319	2	2	1	2
15322	1	1	2	1
15323	3	2	1	2
15325	1	1	2	1
15329	2	2	1	2
15334	3	2	1	2
15336	3	1	1	2
15339	1	1	1	3
15344	2	2	3	1
15345	2	2	3	1
15346	2	2	2	1
15348	2	2	1	2
15349	3	4	1	2
15350	3	1	1	2
15354	3	1	1	2
15355	2	2	1	2
15360	1	1	1	2
15362	2	2	1	2
15364	3	2	1	2
15366	3	5	2	1
15369	1	1	1	2
15370	3	1	1	2
15375	2	2	2	1
15378	1	1	2	1
15382	1	1	1	3
15385	1	1	1	2
15388	2	2	1	2
15401	1	1	1	2
15404	1	1	2	1
15405	3	5	1	2
15407	1	1	2	1
15410	1	1	1	2
15417	3	1	1	2
15420	3	1	1	2
15421	3	1	1	2
15422	3	2	1	2
15427	3	5	1	2
15429	1	1	2	1
15436	3	4	2	1
15439	3	5	2	1
15441	1	1	1	2
15443	2	2	2	1
15444	2	2	2	1
15446	3	4	1	3
15447	1	1	1	3
15449	2	2	1	3
15461	2	2	2	1
15474	2	2	1	2
15475	2	2	1	2
15477	1	1	1	2
15478	3	1	1	2
15482	3	2	1	2
15485	2	2	1	2
15487	2	2	2	1
15488	2	2	1	3
15492	2	2	1	2
15493	2	2	1	3
15499	1	1	1	2
15500	2	2	1	2
15506	2	2	1	2
15509	1	1	1	2
15514	2	2	1	2
15518	1	1	1	2
15525	2	2	1	2
15526	3	1	1	2
15528	3	2	2	1
15529	3	4	1	2
15532	1	1	1	2
15544	2	2	1	3
15547	3	1	1	2
15549	1	1	1	2
15553	1	1	1	2
15556	3	1	1	2
15560	1	1	1	2
15563	2	2	1	2
15564	1	1	1	2
15570	2	2	1	2
15576	2	2	1	3
15579	3	1	1	2
15580	2	2	1	2
15595	3	5	1	2
15596	1	1	2	1
15597	2	2	1	2
15604	3	1	1	2
15606	3	1	1	2
15608	2	2	1	2
15611	3	1	1	2
15614	3	1	1	2
15617	3	1	1	2
15621	3	2	1	2
15628	2	2	1	3
15630	2	2	2	3
15633	3	4	1	2
15634	3	2	1	2
15645	3	1	1	2
15646	2	2	1	2
15656	3	5	2	1
15659	2	2	1	2
15661	2	2	1	2
15664	3	1	1	2
15665	1	1	1	2
15666	3	4	1	3
15675	2	2	1	2
15676	3	1	2	1
15680	1	1	1	2
15681	2	2	1	2
15683	3	1	1	2
15689	2	2	1	2
15691	1	1	1	3
15692	1	1	1	3
15695	3	4	1	2
15700	3	2	1	3
15707	3	5	1	2
15711	2	2	2	1
15714	1	1	1	2
15722	2	2	1	2
15726	2	2	1	2
15732	3	2	1	2
15733	3	5	1	3
15735	2	2	2	1
15740	2	2	1	2
15749	1	1	2	1
15752	3	1	1	2
15753	2	2	1	2
15754	1	1	1	2
15759	3	1	1	3
15766	2	2	1	2
15768	3	2	1	2
15777	3	1	1	2
15780	1	1	1	2
15781	3	2	1	2
15783	2	2	1	2
15786	3	1	1	2
15787	2	2	1	2
15788	1	1	1	2
15789	2	2	1	3
15790	1	1	2	1
15795	1	1	1	2
15801	3	2	1	3
15802	3	2	1	3
15804	3	2	2	1
15805	3	1	2	1
15808	1	1	1	2
15813	3	1	1	2
15819	3	2	1	2
15823	2	2	2	1
15824	1	1	1	2
15839	1	1	1	2
15840	1	1	2	1
15842	2	2	1	2
15843	1	1	1	2
15847	3	2	2	1
15848	2	2	2	1
15849	2	2	2	1
15851	3	1	1	3
15855	2	2	1	2
15860	3	2	1	2
15861	3	2	1	2
15863	3	1	2	1
15868	1	1	1	2
15870	1	1	1	2
15871	1	1	1	2
15872	1	1	1	2
15881	3	1	1	2
15883	3	2	2	1
15885	3	2	2	1
15887	2	2	1	2
15888	3	4	2	1
15889	3	5	2	1
15891	2	2	2	1
15893	2	2	1	2
15896	3	1	1	2
15899	3	1	1	2
15901	3	2	2	1
15904	3	4	1	2
15906	3	1	1	2
15919	3	1	1	2
15922	1	1	1	2
15925	2	2	1	2
15926	3	1	1	2
15927	3	1	1	2
15932	3	1	2	1
15935	3	5	1	2
15939	1	1	1	2
15941	3	4	1	3
15942	2	2	1	2
15944	3	4	1	2
15949	3	1	1	2
15951	1	1	1	2
15952	2	2	1	2
15955	2	2	1	2
15957	3	2	2	1
15958	2	2	2	1
15959	2	2	2	1
15962	3	1	1	2
15964	2	2	1	2
15971	3	5	1	2
15972	3	5	1	2
15974	3	1	1	2
15985	2	2	1	2
15991	3	1	1	2
15992	3	1	1	2
15994	2	2	1	2
15999	2	2	1	2
16002	2	2	1	2
16006	1	1	1	2
16007	1	1	2	1
16008	1	1	2	1
16011	2	2	1	2
16012	1	1	1	2
16014	3	1	2	1
16015	2	2	2	1
16018	3	2	1	2
16020	2	2	1	2
16023	1	1	1	2
16024	2	2	2	1
16025	3	1	1	2
16027	2	2	1	2
16032	2	2	1	2
16033	2	2	1	2
16036	1	1	1	2
16040	3	1	1	3
16043	3	5	2	1
16044	3	4	2	1
16045	1	1	1	2
16046	3	1	1	2
16047	2	2	2	1
16048	3	1	1	2
16049	3	1	2	1
16051	1	1	1	3
16059	2	2	1	3
16061	1	1	1	2
16063	3	2	1	2
16073	3	5	1	2
16074	2	2	1	2
16076	3	2	1	2
16077	2	2	1	2
16078	2	2	1	2
16083	3	4	1	2
16089	3	4	1	2
16091	2	2	1	2
16092	3	2	1	2
16097	3	2	1	2
16106	2	2	1	2
16110	3	1	1	3
16112	1	1	1	2
16113	3	1	1	2
16114	1	1	1	2
16117	1	1	1	2
16119	3	2	1	3
16121	2	2	2	1
16125	2	2	1	2
16132	3	1	1	2
16134	2	2	2	1
16139	3	1	1	2
16140	1	1	1	2
16143	3	1	2	1
16149	3	1	2	1
16150	1	1	2	1
16151	2	2	2	1
16152	1	1	2	1
16157	2	2	1	2
16158	3	2	1	2
16163	3	2	1	2
16170	3	1	2	1
16182	1	1	1	2
16196	2	2	2	1
16197	1	1	1	2
16206	3	2	1	2
16209	2	2	2	1
16213	1	1	1	3
16221	3	2	1	2
16222	3	4	1	2
16228	2	2	3	1
16229	1	1	1	3
16233	1	1	3	1
16235	2	2	1	3
16240	2	2	1	2
16244	3	2	1	2
16251	1	1	1	3
16252	1	1	1	2
16257	2	2	1	2
16258	3	5	1	2
16260	1	1	1	2
16261	3	2	1	2
16276	3	2	2	1
16280	3	4	1	2
16281	2	2	1	2
16285	2	2	2	1
16286	3	4	1	2
16287	3	2	1	2
16289	2	2	1	2
16291	3	1	1	2
16293	3	1	1	2
16296	3	1	1	2
16298	3	1	1	2
16301	2	2	1	2
16309	2	2	1	2
16310	1	1	2	1
16314	3	2	1	2
16316	1	1	2	1
16317	3	2	1	2
16318	3	1	1	2
16321	2	2	1	3
16322	3	2	1	3
16326	3	1	1	3
16331	1	1	1	2
16336	1	1	1	2
16341	3	2	1	3
16342	1	1	1	3
16343	1	1	1	2
16347	1	1	1	2
16348	2	2	1	2
16349	1	1	1	2
16350	1	1	1	2
16354	1	1	2	1
16358	1	1	1	2
16359	3	2	1	3
16360	3	2	1	2
16362	1	1	1	2
16365	1	1	2	1
16366	3	1	1	2
16369	3	1	1	3
16372	2	2	1	2
16374	3	2	1	2
16375	1	1	1	2
16379	1	1	2	1
16380	1	1	1	2
16382	3	5	1	2
16386	2	2	1	2
16393	3	2	2	1
16394	3	2	3	1
16396	3	4	1	2
16397	3	1	2	1
16400	3	2	1	2
16404	1	1	1	3
16405	3	1	1	2
16411	3	1	1	2
16413	3	4	1	2
16418	3	1	1	2
16419	3	1	1	2
16428	3	5	1	2
16441	3	1	1	2
16442	3	1	1	2
16444	3	4	1	2
16446	2	2	1	2
16448	3	2	1	2
16451	2	2	1	2
16452	3	1	1	2
16454	2	2	1	2
16459	3	4	1	2
16467	2	2	2	1
16468	2	2	1	2
16471	2	2	1	2
16473	3	2	1	2
16476	3	5	1	2
16477	3	5	1	2
16478	1	1	2	1
16481	3	5	1	2
16485	2	2	1	2
16488	2	2	1	2
16489	2	2	1	2
16491	2	2	1	2
16492	1	1	2	1
16494	3	1	1	2
16496	3	4	1	3
16501	1	1	1	2
16502	1	1	2	1
16505	2	2	1	2
16508	2	2	1	2
16510	1	1	1	2
16536	3	1	2	1
16543	2	2	1	2
16547	3	1	2	1
16552	1	1	1	2
16554	3	4	1	2
16555	2	2	1	2
16557	3	1	1	2
16561	1	1	1	3
16562	3	2	3	1
16571	3	4	1	2
16575	3	2	1	2
16582	3	1	1	2
16589	3	2	1	2
16601	3	2	1	2
16606	3	1	1	2
16608	3	2	1	2
16610	2	2	1	2
16611	3	1	1	2
16612	2	2	2	1
16616	2	2	1	2
16617	3	4	1	2
16625	3	1	1	3
16628	1	1	2	1
16638	1	1	2	1
16644	1	1	1	2
16646	1	1	1	2
16648	3	2	1	2
16652	3	2	1	2
16656	3	2	1	3
16667	3	2	1	2
16672	2	2	1	2
16673	3	1	1	2
16674	3	1	1	2
16676	1	1	2	3
16677	3	1	3	1
16680	1	1	1	2
16681	1	1	1	2
16682	1	1	1	2
16683	3	1	1	2
16684	3	1	1	2
16685	3	1	1	2
16688	3	4	2	1
16695	2	2	1	2
16696	2	2	1	2
16697	2	2	1	2
16701	2	2	1	2
16703	2	2	1	2
16706	1	1	1	2
16707	2	2	2	1
16708	1	1	1	2
16711	3	2	1	2
16712	1	1	1	2
16713	2	2	2	1
16715	2	2	1	2
16716	2	2	1	2
16718	1	1	1	2
16719	3	5	1	2
16720	2	2	1	2
16724	1	1	1	2
16725	1	1	1	2
16731	2	2	1	2
16734	3	1	1	2
16736	1	1	1	2
16737	1	1	1	2
16738	2	2	1	2
16739	1	1	1	2
16740	3	1	1	2
16741	2	2	1	2
16746	3	1	1	2
16747	1	1	1	2
16752	2	2	1	2
16754	3	1	1	2
16757	3	4	1	2
16759	3	2	1	2
16763	2	2	1	2
16764	2	2	1	2
16770	2	2	2	1
16771	2	2	1	2
16775	2	2	1	2
16777	2	2	1	2
16782	1	1	2	1
16783	2	2	1	2
16784	3	1	1	2
16786	3	1	2	1
16798	2	2	1	2
16801	1	1	2	1
16811	3	1	2	1
16815	1	1	1	2
16816	1	1	1	2
16819	2	2	1	3
16820	2	2	2	1
16824	3	2	1	2
16841	2	2	2	1
16842	3	1	1	2
16845	3	4	1	2
16849	1	1	1	2
16854	2	2	2	1
16858	3	4	2	1
16860	1	1	1	3
16867	1	1	1	2
16868	3	1	1	2
16870	1	1	1	3
16872	3	4	1	2
16878	2	2	1	2
16879	3	1	1	2
16881	1	1	2	1
16882	1	1	1	2
16884	2	2	1	2
16886	3	1	1	2
16890	3	4	1	2
16891	3	1	1	3
16897	3	1	1	2
16901	1	1	1	2
16902	3	1	1	2
16903	2	2	2	1
16905	3	2	1	2
16908	2	2	1	2
16909	2	2	1	2
16915	3	1	1	2
16917	2	2	2	1
16918	3	5	2	1
16920	1	1	2	1
16923	2	2	1	2
16926	1	1	1	2
16928	3	2	1	2
16929	3	4	1	2
16932	1	1	1	3
16935	2	2	1	2
16936	1	1	1	2
16941	2	2	1	2
16942	2	2	1	2
16943	3	1	2	1
16944	1	1	2	1
16945	2	2	1	2
16954	3	2	1	2
16956	1	1	1	2
16957	1	1	2	1
16959	1	1	2	1
16961	3	1	2	1
16965	2	2	1	2
16975	3	2	1	2
16982	3	4	1	2
16983	3	1	1	2
16987	2	2	1	3
16990	3	2	1	3
16991	3	2	1	2
16996	2	2	1	2
17004	2	2	1	2
17012	2	2	1	2
17015	1	1	1	2
17017	1	1	2	1
17021	2	2	1	2
17026	1	1	2	1
17027	2	2	1	2
17028	1	1	1	2
17030	2	2	1	2
17042	3	1	1	2
17055	2	2	1	2
17062	2	2	1	3
17064	3	2	1	2
17066	1	1	1	2
17079	3	1	2	1
17081	2	2	1	2
17082	2	2	1	2
17083	1	1	1	2
17084	1	1	2	1
17087	3	2	1	2
17088	3	2	1	2
17091	2	2	1	2
17098	2	2	2	1
17099	2	2	3	1
17104	1	1	1	3
17109	2	2	1	3
17112	1	1	1	2
17114	1	1	1	2
17115	3	1	1	2
17116	3	4	1	2
17117	3	1	2	1
17119	3	4	1	2
17120	3	5	1	2
17123	2	2	1	2
17127	3	1	1	2
17128	1	1	2	1
17130	3	2	1	2
17132	3	4	1	2
17133	3	2	1	2
17142	1	1	2	1
17143	2	2	2	1
17145	1	1	1	2
17146	3	1	1	2
17147	1	1	1	2
17157	1	1	3	1
17158	2	2	1	2
17168	1	1	1	2
17169	3	1	2	1
17172	3	1	1	2
17173	2	2	1	2
17176	3	1	1	2
17178	3	4	1	2
17181	1	1	1	2
17184	3	1	1	2
17185	3	4	1	2
17190	2	2	1	2
17191	3	2	1	2
17198	2	2	2	1
17203	2	2	1	2
17206	3	2	1	2
17207	2	2	1	2
17208	2	2	2	1
17212	1	1	1	2
17214	3	1	1	2
17217	3	1	1	3
17222	2	2	2	1
17223	2	2	1	2
17228	1	1	2	1
17231	3	1	1	2
17234	1	1	2	1
17237	3	2	1	2
17238	3	2	1	3
17241	2	2	1	2
17248	3	1	1	2
17249	3	5	1	2
17258	3	1	2	1
17260	3	4	1	2
17261	1	1	2	1
17263	2	2	2	1
17265	2	2	1	2
17269	3	1	1	3
17272	1	1	2	1
17273	3	1	1	2
17278	1	1	2	1
17281	2	2	1	2
17289	3	4	1	2
17291	3	2	1	2
17295	1	1	1	2
17296	2	2	1	2
17298	3	2	2	1
17300	1	1	1	2
17301	3	4	1	2
17312	3	1	1	2
17315	3	5	2	1
17316	3	2	1	2
17317	1	1	2	1
17324	3	2	1	2
17328	3	1	1	2
17338	1	1	1	3
17343	3	1	1	2
17345	3	2	2	1
17348	2	2	1	2
17352	2	2	1	2
17356	2	2	1	3
17362	3	1	1	2
17363	3	2	1	2
17365	2	2	2	1
17367	1	1	1	2
17370	1	1	1	2
17376	3	1	1	2
17377	3	1	1	3
17384	2	2	1	2
17386	1	1	1	2
17388	3	1	1	2
17393	3	2	2	1
17397	2	2	2	1
17400	1	1	1	2
17402	1	1	1	2
17404	2	2	2	1
17405	1	1	2	1
17406	3	1	2	1
17407	3	1	1	2
17409	3	1	2	1
17412	3	2	1	2
17418	2	2	1	2
17423	1	1	1	2
17427	3	4	1	2
17433	1	1	1	2
17442	3	1	1	2
17443	1	1	1	2
17446	3	1	1	2
17449	3	4	1	2
17455	1	1	1	2
17456	1	1	1	2
17465	1	1	1	3
17466	2	2	1	2
17468	1	1	1	2
17469	3	1	1	2
17472	2	2	2	1
17479	3	4	2	1
17483	1	1	1	2
17486	3	1	1	2
17487	2	2	1	3
17494	3	1	1	2
17500	2	2	1	2
17502	3	2	3	1
17503	3	1	3	1
17504	1	1	1	3
17505	2	2	3	1
17506	2	2	3	1
17509	3	2	2	1
17517	2	2	1	2
17524	1	1	2	1
17528	2	2	1	2
17529	3	1	2	1
17530	3	1	1	2
17534	3	4	1	3
17540	2	2	1	3
17543	3	1	2	1
17544	3	5	1	2
17545	1	1	1	2
17546	1	1	2	1
17549	3	1	2	1
17551	3	1	1	2
17559	2	2	1	2
17560	1	1	1	2
17564	2	2	1	2
17567	2	2	1	2
17568	1	1	1	2
17569	1	1	2	1
17571	2	2	2	1
17572	3	1	1	2
17573	1	1	1	2
17579	3	1	1	2
17583	1	1	1	2
17585	2	2	2	1
17588	3	4	1	2
17589	1	1	1	2
17593	1	1	2	1
17594	2	2	1	2
17595	1	1	1	2
17597	1	1	2	1
17598	1	1	2	1
17599	3	1	2	1
17608	3	2	1	3
17614	2	2	1	3
17622	1	1	1	2
17624	1	1	1	3
17625	3	1	1	2
17626	1	1	1	2
17628	3	2	1	2
17631	3	1	1	2
17633	1	1	2	1
17636	3	1	1	3
17639	3	1	1	2
17649	1	1	1	2
17650	3	1	1	2
17651	1	1	2	1
17652	3	5	1	2
17653	1	1	1	2
17656	3	1	1	2
17658	1	1	1	2
17668	3	1	1	2
17671	1	1	2	1
17675	3	1	1	2
17676	2	2	1	2
17677	1	1	2	1
17679	3	1	2	1
17686	3	2	1	2
17691	2	2	1	2
17692	3	2	1	2
17694	3	1	1	3
17699	3	2	2	1
17701	2	2	1	2
17702	3	4	2	1
17707	1	1	1	3
17713	2	2	1	2
17714	3	4	1	3
17719	2	2	1	2
17724	3	1	2	1
17726	3	4	2	1
17728	1	1	1	3
17734	1	1	1	2
17736	3	2	1	2
17739	2	2	1	2
17740	3	2	1	2
17741	3	1	1	2
17749	2	2	2	1
17750	3	2	1	2
17753	3	2	1	2
17755	1	1	1	3
17758	3	1	1	2
17764	1	1	2	1
17765	3	1	1	2
17766	3	5	2	1
17768	3	2	1	2
17771	1	1	1	2
17772	1	1	2	1
17773	1	1	2	1
17774	1	1	2	1
17775	1	1	1	2
17776	2	2	2	1
17777	2	2	2	1
17778	2	2	2	1
17779	3	4	2	1
17780	2	2	2	1
17781	3	1	1	2
17789	3	5	1	2
17793	3	2	2	1
17795	1	1	1	2
17800	2	2	1	2
17802	2	2	1	2
17806	2	2	1	2
17811	1	1	1	2
17813	3	4	2	1
17818	3	4	2	1
17819	1	1	2	1
17820	3	2	2	1
17831	3	5	1	2
17833	3	1	1	2
17834	3	1	1	2
17835	3	1	1	2
17837	3	2	2	1
17840	3	2	1	2
17850	2	2	1	3
17853	1	1	1	2
17854	2	2	2	1
17855	2	2	2	1
17858	3	1	1	2
17859	3	1	2	1
17860	3	1	1	2
17861	2	2	1	2
17862	3	2	2	1
17875	2	2	1	2
17877	3	1	1	2
17879	2	2	1	2
17886	2	2	1	2
17888	3	1	1	3
17890	3	2	1	2
17891	1	1	2	1
17895	1	1	1	2
17907	3	2	1	2
17917	1	1	1	2
17920	2	2	2	1
17922	3	1	1	2
17923	3	1	2	1
17926	2	2	1	2
17930	2	2	1	3
17933	2	2	2	1
17934	1	1	1	2
17936	2	2	1	2
17937	1	1	1	2
17946	1	1	1	2
17949	1	1	1	2
17956	1	1	1	2
17959	3	4	1	2
17960	2	2	2	1
17961	1	1	1	2
17963	3	1	1	2
17965	2	2	1	2
17972	1	1	2	1
17974	3	2	1	2
17977	1	1	2	1
17983	3	1	1	2
17985	3	2	1	2
17988	2	2	2	1
17989	1	1	2	1
17990	3	2	1	2
17991	2	2	1	2
17992	2	2	2	1
17993	1	1	1	2
17994	1	1	2	1
17998	2	2	1	2
17999	1	1	2	1
18005	1	1	2	1
18010	2	2	2	1
18013	2	2	1	2
18014	2	2	1	2
18017	2	2	1	2
18018	3	1	2	1
18021	2	2	1	2
18022	1	1	1	2
18023	3	1	1	2
18027	2	2	1	2
18034	1	1	1	2
18037	2	2	2	1
18038	2	2	1	2
18043	2	2	1	2
18050	1	1	1	2
18053	1	1	1	2
18054	3	1	1	2
18058	2	2	1	2
18069	1	1	1	2
18071	1	1	1	2
18075	1	1	1	2
18076	3	1	1	2
18077	1	1	1	2
18078	3	2	1	3
18080	3	5	1	2
18084	2	2	1	2
18085	3	1	1	2
18088	2	2	1	2
18090	3	2	1	2
18091	3	2	1	3
18092	3	4	1	2
18103	1	1	1	2
18105	3	1	1	3
18107	2	2	1	2
18112	2	2	1	2
18113	2	2	1	2
18119	2	2	1	2
18120	3	1	1	3
18121	2	2	1	3
18122	1	1	1	2
18125	3	1	1	2
18129	3	1	1	2
18130	1	1	1	2
18134	3	1	1	2
18142	3	1	1	2
18143	2	2	1	2
18148	3	1	1	3
18150	2	2	3	1
18154	3	4	1	2
18161	3	1	1	2
18162	1	1	2	1
18163	1	1	1	2
18165	1	1	1	2
18167	1	1	2	1
18168	1	1	2	1
18170	3	2	2	1
18171	1	1	1	2
18177	3	4	1	2
18178	3	1	1	2
18180	2	2	1	2
18183	3	1	1	2
18184	1	1	1	2
18185	2	2	2	1
18187	2	2	1	3
18188	3	2	1	2
18189	2	2	1	3
18190	3	1	2	1
18193	2	2	1	2
18196	2	2	2	1
18198	1	1	1	2
18199	3	1	1	2
18207	2	2	1	2
18209	2	2	1	2
18213	2	2	1	2
18222	3	1	1	3
18223	1	1	1	2
18225	1	1	1	2
18228	3	2	1	2
18229	1	1	1	3
18230	3	1	1	2
18233	3	1	1	2
18235	3	5	1	3
18237	3	1	1	3
18244	3	1	1	2
18249	3	1	1	2
18262	1	1	2	1
18266	1	1	1	2
18272	3	1	1	3
18274	1	1	2	1
18276	2	2	1	2
18280	3	4	2	1
18282	2	2	1	2
18283	1	1	1	2
18284	3	1	1	2
18289	1	1	1	2
18290	3	1	1	2
18292	3	5	1	2
18303	3	2	2	1
18311	3	2	1	2
18313	2	2	3	1
18314	1	1	2	1
18315	2	2	2	1
18324	1	1	1	2
18326	3	1	1	2
18328	2	2	2	1
18329	3	1	1	2
18334	3	5	1	2
18341	3	2	1	2
18343	3	1	1	2
18347	3	2	1	2
18348	3	2	1	2
18349	3	2	2	1
18350	2	2	1	2
18352	3	4	2	1
18355	2	2	2	1
18358	1	1	1	2
18376	3	2	1	2
18381	3	1	1	2
18383	2	2	2	1
18384	3	1	1	2
18389	3	2	1	3
18392	1	1	1	2
18394	3	4	1	2
18400	1	1	1	3
18402	3	2	1	2
18403	1	1	2	1
18406	2	2	1	2
18416	2	2	2	1
18419	1	1	1	2
18420	2	2	1	2
18422	2	2	2	1
18423	3	1	1	2
18424	3	2	1	2
18425	3	5	2	1
18430	1	1	1	2
18432	2	2	1	2
18433	2	2	2	1
18435	3	1	2	1
18436	1	1	1	2
18437	3	2	1	3
18438	1	1	1	2
18442	3	1	1	2
18443	3	2	1	2
18448	1	1	1	2
18450	1	1	1	2
18454	3	2	1	2
18456	3	1	1	2
18457	3	2	1	2
18462	3	2	1	2
18467	2	2	1	2
18469	1	1	2	1
18471	2	2	1	2
18472	1	1	1	2
18477	3	4	2	1
18478	1	1	1	2
